Z,A,symbol,rms_fm,sigma_rms_fm,radius_fm,fermi_t_fm,most_abundant,iaea_rms_fm,source
82,188,Pb,5.4139,0.0025,6.989314846010778,2.3,208,5.4139,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,189,Pb,5.4177,0.0024,6.9942206249159735,2.3,208,5.4177,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,190,Pb,5.4222,0.0023,7.000030099935286,2.3,208,5.4222,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,191,Pb,5.4229,0.0026,7.0009337960494005,2.3,208,5.4229,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,192,Pb,5.43,0.0025,7.010099856635424,2.3,208,5.4300,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,193,Pb,5.431,0.0023,7.01139085108416,2.3,208,5.4310,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,194,Pb,5.4372,0.0023,7.019395016666322,2.3,208,5.4372,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,195,Pb,5.4389,0.0045,7.0215897072291735,2.3,208,5.4389,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,196,Pb,5.4444,0.0024,7.02869017669722,2.3,208,5.4444,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,197,Pb,5.4446,0.0024,7.0289483755869675,2.3,208,5.4446,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,198,Pb,5.4524,0.0022,7.039018132287106,2.3,208,5.4524,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,199,Pb,5.4529,0.0022,7.039663629511474,2.3,208,5.4529,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,200,Pb,5.4611,0.0020,7.0502497839911085,2.3,208,5.4611,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,201,Pb,5.4629,0.0019,7.052573573998833,2.3,208,5.4629,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,202,Pb,5.4705,0.0017,7.062385131809225,2.3,208,5.4705,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,203,Pb,5.4727,0.0017,7.0652253195964425,2.3,208,5.4727,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,204,Pb,5.4803,0.0014,7.075036877406835,2.3,208,5.4803,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,205,Pb,5.4828,0.0015,7.0782643635286755,2.3,208,5.4828,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,206,Pb,5.4902,0.0014,7.087817722449319,2.3,208,5.4902,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,207,Pb,5.4943,0.0014,7.0931107996891365,2.3,208,5.4943,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,208,Pb,5.5012,0.0013,7.102018661385413,2.3,208,5.5012,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,209,Pb,5.51,0.0014,7.113379412534289,2.3,208,5.5100,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,210,Pb,5.5208,0.0016,7.127322152580636,2.3,208,5.5208,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,211,Pb,5.529,0.0017,7.137908307060269,2.3,208,5.5290,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,212,Pb,5.5396,0.0019,7.151592848216869,2.3,208,5.5396,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
82,214,Pb,5.5577,0.0023,7.174959847738986,2.3,208,5.5577,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,202,Bi,5.484,0.0912,7.079813556867158,2.3,209,5.4840,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,203,Bi,5.4911,0.0911,7.088979617453183,2.3,209,5.4911,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,204,Bi,5.4934,0.0910,7.091948904685275,2.3,209,5.4934,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,205,Bi,5.5008,0.0909,7.101502263605919,2.3,209,5.5008,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,206,Bi,5.5034,0.0909,7.104858849172633,2.3,209,5.5034,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,207,Bi,5.5103,0.0907,7.1137667108689095,2.3,209,5.5103,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,208,Bi,5.5147,0.0907,7.119447086443348,2.3,209,5.5147,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,209,Bi,5.5211,0.0906,7.127709450915256,2.3,209,5.5211,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,210,Bi,5.53,0.0904,7.139199301509005,2.3,209,5.5300,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,212,Bi,5.5489,0.0901,7.1635990965901115,2.3,209,5.5489,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
83,213,Bi,5.5586,0.0900,7.17612174274285,2.3,209,5.5586,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,192,Po,5.522,0.0178,7.128871345919118,2.3,227,5.5220,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,194,Po,5.5167,0.0178,7.122029075340819,2.3,227,5.5167,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,196,Po,5.5136,0.0178,7.118026992549738,2.3,227,5.5136,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,198,Po,5.5146,0.0178,7.119317986998473,2.3,227,5.5146,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,200,Po,5.5199,0.0178,7.126160257576773,2.3,227,5.5199,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,202,Po,5.5281,0.0177,7.136746412056407,2.3,227,5.5281,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,204,Po,5.5378,0.0177,7.149269058209144,2.3,227,5.5378,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,205,Po,5.5389,0.0177,7.150689152102753,2.3,227,5.5389,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,206,Po,5.548,0.0177,7.16243720158625,2.3,227,5.5480,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,207,Po,5.5501,0.0177,7.165148289928594,2.3,227,5.5501,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,208,Po,5.5584,0.0176,7.175863543853102,2.3,227,5.5584,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,209,Po,5.5628,0.0176,7.18154391942754,2.3,227,5.5628,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,210,Po,5.5704,0.0176,7.191355477237932,2.3,227,5.5704,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,216,Po,5.6359,0.0174,7.2759156136301275,2.3,227,5.6359,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
84,218,Po,5.6558,0.0173,7.30160640315997,2.3,227,5.6558,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,202,Rn,5.5521,0.0181,7.167730278826067,2.3,231,5.5521,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,204,Rn,5.5568,0.0180,7.173797952735124,2.3,231,5.5568,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,205,Rn,5.5569,0.0180,7.173927052179998,2.3,231,5.5569,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,206,Rn,5.564,0.0178,7.183093112766023,2.3,231,5.5640,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,207,Rn,5.5652,0.0178,7.1846423061045055,2.3,231,5.5652,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,208,Rn,5.5725,0.0177,7.194066565580276,2.3,231,5.5725,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,209,Rn,5.5743,0.0177,7.196390355588001,2.3,231,5.5743,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,210,Rn,5.5813,0.0177,7.205427316729152,2.3,231,5.5813,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,211,Rn,5.585,0.0176,7.210203996189474,2.3,231,5.5850,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,212,Rn,5.5915,0.0176,7.218595460106257,2.3,231,5.5915,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,218,Rn,5.654,0.0187,7.299282613152244,2.3,231,5.6540,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,219,Rn,5.6648,0.0191,7.313225353198591,2.3,231,5.6648,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,220,Rn,5.6731,0.0194,7.323940607123099,2.3,231,5.6731,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,221,Rn,5.6834,0.0199,7.337237849945077,2.3,231,5.6834,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
86,222,Rn,5.6915,0.0203,7.347694904979837,2.3,231,5.6915,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,207,Fr,5.572,0.0176,7.193421068355909,2.3,233,5.5720,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,208,Fr,5.5729,0.0176,7.194582963359771,2.3,233,5.5729,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,209,Fr,5.5799,0.0176,7.203619924500922,2.3,233,5.5799,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,210,Fr,5.5818,0.0176,7.20607281395352,2.3,233,5.5818,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,211,Fr,5.5882,0.0176,7.214335178425428,2.3,233,5.5882,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,212,Fr,5.5915,0.0176,7.218595460106257,2.3,233,5.5915,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,213,Fr,5.5977,0.0176,7.226599625688419,2.3,233,5.5977,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,220,Fr,5.6688,0.0177,7.318389330993535,2.3,233,5.6688,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,221,Fr,5.679,0.0177,7.331557474370641,2.3,233,5.6790,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,222,Fr,5.689,0.0177,7.344467418857998,2.3,233,5.6890,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,223,Fr,5.6951,0.0178,7.352342484995287,2.3,233,5.6951,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,224,Fr,5.7061,0.0178,7.366543423931381,2.3,233,5.7061,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,225,Fr,5.7112,0.0178,7.373127495619933,2.3,233,5.7112,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,226,Fr,5.719,0.0178,7.383197252320072,2.3,233,5.7190,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,227,Fr,5.7335,0.0179,7.401916671826742,2.3,233,5.7335,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
87,228,Fr,5.7399,0.0179,7.41017903629865,2.3,233,5.7399,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,208,Ra,5.585,0.0183,7.210203996189474,2.3,235,5.5850,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,209,Ra,5.5853,0.0182,7.210591294524095,2.3,235,5.5853,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,210,Ra,5.5917,0.0180,7.218853658996005,2.3,235,5.5917,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,211,Ra,5.5929,0.0179,7.220402852334487,2.3,235,5.5929,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,212,Ra,5.5991,0.0177,7.228407017916649,2.3,235,5.5991,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,213,Ra,5.602,0.0177,7.232150901817984,2.3,235,5.6020,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,214,Ra,5.6079,0.0177,7.239767769065524,2.3,235,5.6079,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,220,Ra,5.6683,0.0215,7.317743833769168,2.3,235,5.6683,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,221,Ra,5.6795,0.0228,7.332202971595008,2.3,235,5.6795,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,222,Ra,5.6874,0.0239,7.342401827740021,2.3,235,5.6874,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,223,Ra,5.6973,0.0253,7.355182672782505,2.3,235,5.6973,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,224,Ra,5.7046,0.0263,7.364606932258277,2.3,235,5.7046,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,225,Ra,5.715,0.0279,7.378033274525129,2.3,235,5.7150,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,226,Ra,5.7211,0.0288,7.385908340662417,2.3,235,5.7211,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,227,Ra,5.7283,0.0300,7.395203500693315,2.3,235,5.7283,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,228,Ra,5.737,0.0315,7.406435152397317,2.3,235,5.7370,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,229,Ra,5.7455,0.0329,7.417408605211571,2.3,235,5.7455,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
88,230,Ra,5.7551,0.0346,7.429802151919434,2.3,235,5.7551,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
