Z,A,n,state,full_binding_eV,ideal_binding_eV
50,120,8,R14,-109901,-109878
50,120,8,R15,-109868,-109845
50,121,6,P10,-195640,-195505
50,121,6,P11,-195494,-195361
50,121,7,Q12,-143616,-143560
50,121,7,Q13,-143550,-143495
50,121,8,R14,-109902,-109878
50,121,8,R15,-109869,-109846
50,122,6,P10,-195641,-195507
50,122,6,P11,-195496,-195362
50,122,7,Q12,-143617,-143561
50,122,7,Q13,-143551,-143496
50,122,8,R14,-109903,-109879
50,122,8,R15,-109870,-109847
50,123,6,P10,-195643,-195508
50,123,6,P11,-195497,-195364
50,123,7,Q12,-143618,-143562
50,123,7,Q13,-143553,-143497
50,123,8,R14,-109903,-109880
50,123,8,R15,-109871,-109847
50,124,6,P10,-195644,-195510
50,124,6,P11,-195499,-195365
50,124,7,Q12,-143619,-143563
50,124,7,Q13,-143554,-143498
50,124,8,R14,-109904,-109881
50,124,8,R15,-109872,-109848
50,125,6,P10,-195646,-195511
50,125,6,P11,-195500,-195366
50,125,7,Q12,-143620,-143564
50,125,7,Q13,-143555,-143499
50,125,8,R14,-109905,-109882
50,125,8,R15,-109872,-109849
50,126,6,P10,-195647,-195513
50,126,6,P11,-195501,-195368
50,126,7,Q12,-143621,-143565
50,126,7,Q13,-143556,-143500
50,126,8,R14,-109906,-109883
50,126,8,R15,-109873,-109850
50,127,6,P10,-195648,-195514
50,127,6,P11,-195503,-195369
50,127,7,Q12,-143622,-143566
50,127,7,Q13,-143557,-143501
50,127,8,R14,-109907,-109883
50,127,8,R15,-109874,-109851
50,128,6,P10,-195650,-195516
50,128,6,P11,-195504,-195371
50,128,7,Q12,-143623,-143567
50,128,7,Q13,-143558,-143502
50,128,8,R14,-109907,-109884
50,128,8,R15,-109875,-109851
50,129,6,P10,-195651,-195517
50,129,6,P11,-195506,-195372
50,129,7,Q12,-143624,-143568
50,129,7,Q13,-143559,-143503
50,129,8,R14,-109908,-109885
50,129,8,R15,-109875,-109852
50,130,6,P10,-195652,-195518
50,130,6,P11,-195507,-195373
50,130,7,Q12,-143625,-143569
50,130,7,Q13,-143560,-143504
50,130,8,R14,-109909,-109886
50,130,8,R15,-109876,-109853
50,131,6,P10,-195654,-195520
50,131,6,P11,-195508,-195375
50,131,7,Q12,-143626,-143570
50,131,7,Q13,-143561,-143505
50,131,8,R14,-109910,-109886
50,131,8,R15,-109877,-109854
50,132,6,P10,-195655,-195521
50,132,6,P11,-195510,-195376
50,132,7,Q12,-143627,-143571
50,132,7,Q13,-143562,-143506
50,132,8,R14,-109910,-109887
50,132,8,R15,-109878,-109854
51,121,6,P10,-203562,-203418
51,121,6,P11,-203404,-203261
51,121,7,Q12,-149427,-149367
51,121,7,Q13,-149356,-149296
51,121,8,R14,-114347,-114321
51,121,8,R15,-114311,-114286
51,123,6,P10,-203565,-203421
51,123,6,P11,-203407,-203264
51,123,7,Q12,-149429,-149369
51,123,7,Q13,-149358,-149298
51,123,8,R14,-114349,-114323
51,123,8,R15,-114313,-114288
52,116,6,P10,-211634,-211479
52,116,6,P11,-211463,-211309
52,116,7,Q12,-155348,-155283
52,116,7,Q13,-155271,-155206
52,116,8,R14,-118875,-118848
52,116,8,R15,-118837,-118809
52,118,6,P10,-211637,-211483
52,118,6,P11,-211467,-211313
52,118,7,Q12,-155350,-155285
52,118,7,Q13,-155274,-155209
52,118,8,R14,-118877,-118850
52,118,8,R15,-118839,-118811
52,120,6,P10,-211640,-211486
52,120,6,P11,-211470,-211316
52,120,7,Q12,-155353,-155288
52,120,7,Q13,-155276,-155212
52,120,8,R14,-118879,-118852
52,120,8,R15,-118841,-118813
52,122,6,P10,-211644,-211489
52,122,6,P11,-211473,-211320
52,122,7,Q12,-155355,-155290
52,122,7,Q13,-155279,-155214
52,122,8,R14,-118881,-118853
52,122,8,R15,-118843,-118815
52,123,6,P10,-211645,-211491
52,123,6,P11,-211475,-211321
52,123,7,Q12,-155356,-155291
52,123,7,Q13,-155280,-155215
52,123,8,R14,-118882,-118854
52,123,8,R15,-118844,-118816
52,124,6,P10,-211647,-211492
52,124,6,P11,-211477,-211323
52,124,7,Q12,-155357,-155292
52,124,7,Q13,-155281,-155216
52,124,8,R14,-118883,-118855
52,124,8,R15,-118845,-118817
52,125,6,P10,-211648,-211494
52,125,6,P11,-211478,-211324
52,125,7,Q12,-155358,-155294
52,125,7,Q13,-155282,-155217
52,125,8,R14,-118884,-118856
52,125,8,R15,-118845,-118818
52,126,6,P10,-211650,-211495
52,126,6,P11,-211480,-211326
52,126,7,Q12,-155360,-155295
52,126,7,Q13,-155283,-155219
52,126,8,R14,-118885,-118857
52,126,8,R15,-118846,-118819
52,128,6,P10,-211653,-211498
52,128,6,P11,-211483,-211329
52,128,7,Q12,-155362,-155297
52,128,7,Q13,-155285,-155221
52,128,8,R14,-118886,-118859
52,128,8,R15,-118848,-118820
52,130,6,P10,-211656,-211501
52,130,6,P11,-211486,-211332
52,130,7,Q12,-155364,-155299
52,130,7,Q13,-155288,-155223
52,130,8,R14,-118888,-118860
52,130,8,R15,-118850,-118822
52,132,6,P10,-211659,-211504
52,132,6,P11,-211488,-211334
52,132,7,Q12,-155366,-155301
52,132,7,Q13,-155290,-155225
52,132,8,R14,-118889,-118862
52,132,8,R15,-118851,-118824
52,134,6,P10,-211661,-211507
52,134,6,P11,-211491,-211337
52,134,7,Q12,-155368,-155303
52,134,7,Q13,-155292,-155227
52,134,8,R14,-118891,-118863
52,134,8,R15,-118853,-118825
52,136,6,P10,-211664,-211509
52,136,6,P11,-211494,-211340
52,136,7,Q12,-155370,-155305
52,136,7,Q13,-155294,-155229
52,136,8,R14,-118892,-118865
52,136,8,R15,-118854,-118827
53,127,6,P10,-219891,-219725
53,127,6,P11,-219707,-219542
53,127,7,Q12,-161404,-161334
53,127,7,Q13,-161321,-161252
53,127,8,R14,-123507,-123477
53,127,8,R15,-123466,-123436
54,116,6,P10,-228269,-228092
54,116,6,P11,-228070,-227895
54,116,7,Q12,-167549,-167473
54,116,7,Q13,-167460,-167385
54,116,8,R14,-128207,-128175
54,116,8,R15,-128162,-128130
54,118,6,P10,-228272,-228096
54,118,6,P11,-228074,-227898
54,118,7,Q12,-167551,-167476
54,118,7,Q13,-167462,-167387
54,118,8,R14,-128209,-128177
54,118,8,R15,-128165,-128132
54,120,6,P10,-228276,-228099
54,120,6,P11,-228078,-227902
54,120,7,Q12,-167554,-167479
54,120,7,Q13,-167465,-167390
54,120,8,R14,-128211,-128179
54,120,8,R15,-128167,-128134
54,122,6,P10,-228280,-228103
54,122,6,P11,-228081,-227905
54,122,7,Q12,-167557,-167481
54,122,7,Q13,-167468,-167393
54,122,8,R14,-128213,-128181
54,122,8,R15,-128169,-128136
54,124,6,P10,-228283,-228106
54,124,6,P11,-228085,-227909
54,124,7,Q12,-167559,-167484
54,124,7,Q13,-167470,-167395
54,124,8,R14,-128215,-128183
54,124,8,R15,-128171,-128138
54,126,6,P10,-228286,-228110
54,126,6,P11,-228088,-227912
54,126,7,Q12,-167562,-167486
54,126,7,Q13,-167473,-167398
54,126,8,R14,-128217,-128184
54,126,8,R15,-128172,-128140
54,127,6,P10,-228288,-228111
54,127,6,P11,-228090,-227914
54,127,7,Q12,-167563,-167487
54,127,7,Q13,-167474,-167399
54,127,8,R14,-128218,-128185
54,127,8,R15,-128173,-128141
54,128,6,P10,-228290,-228113
54,128,6,P11,-228091,-227915
54,128,7,Q12,-167564,-167489
54,128,7,Q13,-167475,-167400
54,128,8,R14,-128219,-128186
54,128,8,R15,-128174,-128142
54,129,6,P10,-228291,-228114
54,129,6,P11,-228093,-227917
54,129,7,Q12,-167565,-167490
54,129,7,Q13,-167476,-167401
54,129,8,R14,-128220,-128187
54,129,8,R15,-128175,-128143
54,130,6,P10,-228293,-228116
54,130,6,P11,-228095,-227919
54,130,7,Q12,-167566,-167491
54,130,7,Q13,-167477,-167402
54,130,8,R14,-128221,-128188
54,130,8,R15,-128176,-128144
54,131,6,P10,-228294,-228117
54,131,6,P11,-228096,-227920
54,131,7,Q12,-167567,-167492
54,131,7,Q13,-167478,-167403
54,131,8,R14,-128221,-128189
54,131,8,R15,-128177,-128144
54,132,6,P10,-228296,-228119
54,132,6,P11,-228098,-227922
54,132,7,Q12,-167568,-167493
54,132,7,Q13,-167480,-167405
54,132,8,R14,-128222,-128190
54,132,8,R15,-128178,-128145
54,133,6,P10,-228297,-228120
54,133,6,P11,-228099,-227923
54,133,7,Q12,-167569,-167494
54,133,7,Q13,-167481,-167406
54,133,8,R14,-128223,-128191
54,133,8,R15,-128178,-128146
54,134,6,P10,-228299,-228122
54,134,6,P11,-228100,-227924
54,134,7,Q12,-167571,-167495
54,134,7,Q13,-167482,-167407
54,134,8,R14,-128224,-128191
54,134,8,R15,-128179,-128147
54,136,6,P10,-228301,-228125
54,136,6,P11,-228103,-227927
54,136,7,Q12,-167573,-167497
54,136,7,Q13,-167484,-167409
54,136,8,R14,-128225,-128193
54,136,8,R15,-128181,-128148
54,137,6,P10,-228303,-228126
54,137,6,P11,-228105,-227929
54,137,7,Q12,-167574,-167498
54,137,7,Q13,-167485,-167410
54,137,8,R14,-128226,-128194
54,137,8,R15,-128182,-128149
54,138,6,P10,-228304,-228127
54,138,6,P11,-228106,-227930
54,138,7,Q12,-167575,-167499
54,138,7,Q13,-167486,-167411
54,138,8,R14,-128227,-128195
54,138,8,R15,-128182,-128150
54,139,6,P10,-228306,-228129
54,139,6,P11,-228107,-227931
54,139,7,Q12,-167576,-167500
54,139,7,Q13,-167487,-167412
54,139,8,R14,-128228,-128195
54,139,8,R15,-128183,-128151
54,140,6,P10,-228307,-228130
54,140,6,P11,-228109,-227933
54,140,7,Q12,-167577,-167501
54,140,7,Q13,-167488,-167413
54,140,8,R14,-128229,-128196
54,140,8,R15,-128184,-128152
54,141,6,P10,-228308,-228131
54,141,6,P11,-228110,-227934
54,141,7,Q12,-167578,-167502
54,141,7,Q13,-167489,-167414
54,141,8,R14,-128229,-128197
54,141,8,R15,-128185,-128152
54,142,6,P10,-228310,-228133
54,142,6,P11,-228111,-227935
54,142,7,Q12,-167579,-167503
54,142,7,Q13,-167490,-167415
54,142,8,R14,-128230,-128198
54,142,8,R15,-128185,-128153
54,143,6,P10,-228311,-228134
54,143,6,P11,-228113,-227937
54,143,7,Q12,-167580,-167504
54,143,7,Q13,-167491,-167416
54,143,8,R14,-128231,-128198
54,143,8,R15,-128186,-128154
54,144,6,P10,-228312,-228135
54,144,6,P11,-228114,-227938
54,144,7,Q12,-167580,-167505
54,144,7,Q13,-167492,-167417
54,144,8,R14,-128231,-128199
54,144,8,R15,-128187,-128154
54,146,6,P10,-228315,-228138
54,146,6,P11,-228116,-227940
54,146,7,Q12,-167582,-167507
54,146,7,Q13,-167493,-167418
54,146,8,R14,-128233,-128200
54,146,8,R15,-128188,-128156
55,118,6,P10,-236828,-236639
55,118,6,P11,-236614,-236427
55,118,7,Q12,-173826,-173745
55,118,7,Q13,-173730,-173650
55,118,8,R14,-133008,-132973
55,118,8,R15,-132960,-132925
55,119,6,P10,-236830,-236641
55,119,6,P11,-236616,-236429
55,119,7,Q12,-173827,-173746
55,119,7,Q13,-173731,-173651
55,119,8,R14,-133009,-132974
55,119,8,R15,-132961,-132926
55,120,6,P10,-236832,-236643
55,120,6,P11,-236618,-236430
55,120,7,Q12,-173828,-173748
55,120,7,Q13,-173733,-173652
55,120,8,R14,-133010,-132975
55,120,8,R15,-132962,-132927
55,121,6,P10,-236833,-236645
55,121,6,P11,-236620,-236432
55,121,7,Q12,-173830,-173749
55,121,7,Q13,-173734,-173654
55,121,8,R14,-133011,-132976
55,121,8,R15,-132963,-132928
55,122,6,P10,-236835,-236647
55,122,6,P11,-236622,-236434
55,122,7,Q12,-173831,-173750
55,122,7,Q13,-173736,-173655
55,122,8,R14,-133012,-132977
55,122,8,R15,-132964,-132929
55,123,6,P10,-236837,-236648
55,123,6,P11,-236624,-236436
55,123,7,Q12,-173832,-173752
55,123,7,Q13,-173737,-173656
55,123,8,R14,-133013,-132978
55,123,8,R15,-132965,-132930
55,124,6,P10,-236839,-236650
55,124,6,P11,-236625,-236438
55,124,7,Q12,-173834,-173753
55,124,7,Q13,-173738,-173658
55,124,8,R14,-133014,-132979
55,124,8,R15,-132966,-132931
55,125,6,P10,-236840,-236652
55,125,6,P11,-236627,-236439
55,125,7,Q12,-173835,-173754
55,125,7,Q13,-173739,-173659
55,125,8,R14,-133015,-132980
55,125,8,R15,-132967,-132932
55,126,6,P10,-236842,-236653
55,126,6,P11,-236629,-236441
55,126,7,Q12,-173836,-173756
55,126,7,Q13,-173741,-173660
55,126,8,R14,-133016,-132981
55,126,8,R15,-132968,-132933
55,127,6,P10,-236844,-236655
55,127,6,P11,-236631,-236443
55,127,7,Q12,-173838,-173757
55,127,7,Q13,-173742,-173661
55,127,8,R14,-133017,-132982
55,127,8,R15,-132969,-132934
55,128,6,P10,-236846,-236657
55,128,6,P11,-236632,-236444
55,128,7,Q12,-173839,-173758
55,128,7,Q13,-173743,-173663
55,128,8,R14,-133018,-132983
55,128,8,R15,-132970,-132935
55,129,6,P10,-236847,-236658
55,129,6,P11,-236634,-236446
55,129,7,Q12,-173840,-173759
55,129,7,Q13,-173744,-173664
55,129,8,R14,-133019,-132984
55,129,8,R15,-132971,-132936
55,130,6,P10,-236849,-236660
55,130,6,P11,-236635,-236448
55,130,7,Q12,-173841,-173760
55,130,7,Q13,-173745,-173665
55,130,8,R14,-133020,-132984
55,130,8,R15,-132972,-132937
55,131,6,P10,-236850,-236662
55,131,6,P11,-236637,-236449
55,131,7,Q12,-173842,-173762
55,131,7,Q13,-173747,-173666
55,131,8,R14,-133020,-132985
55,131,8,R15,-132972,-132937
55,132,6,P10,-236852,-236663
55,132,6,P11,-236639,-236451
55,132,7,Q12,-173843,-173763
55,132,7,Q13,-173748,-173667
55,132,8,R14,-133021,-132986
55,132,8,R15,-132973,-132938
55,133,6,P10,-236853,-236665
55,133,6,P11,-236640,-236452
55,133,7,Q12,-173845,-173764
55,133,7,Q13,-173749,-173668
55,133,8,R14,-133022,-132987
55,133,8,R15,-132974,-132939
55,134,6,P10,-236855,-236666
55,134,6,P11,-236642,-236454
55,134,7,Q12,-173846,-173765
55,134,7,Q13,-173750,-173669
55,134,8,R14,-133023,-132988
55,134,8,R15,-132975,-132940
55,135,6,P10,-236856,-236668
55,135,6,P11,-236643,-236455
55,135,7,Q12,-173847,-173766
55,135,7,Q13,-173751,-173671
55,135,8,R14,-133024,-132989
55,135,8,R15,-132976,-132941
55,136,6,P10,-236858,-236669
55,136,6,P11,-236645,-236457
55,136,7,Q12,-173848,-173767
55,136,7,Q13,-173752,-173672
55,136,8,R14,-133025,-132990
55,136,8,R15,-132977,-132942
55,137,6,P10,-236859,-236671
55,137,6,P11,-236646,-236458
55,137,7,Q12,-173849,-173768
55,137,7,Q13,-173753,-173673
55,137,8,R14,-133026,-132990
55,137,8,R15,-132978,-132943
55,138,6,P10,-236861,-236672
55,138,6,P11,-236647,-236460
55,138,7,Q12,-173850,-173769
55,138,7,Q13,-173754,-173674
55,138,8,R14,-133026,-132991
55,138,8,R15,-132978,-132943
55,139,6,P10,-236862,-236673
55,139,6,P11,-236649,-236461
55,139,7,Q12,-173851,-173770
55,139,7,Q13,-173755,-173675
55,139,8,R14,-133027,-132992
55,139,8,R15,-132979,-132944
55,140,6,P10,-236864,-236675
55,140,6,P11,-236650,-236462
55,140,7,Q12,-173852,-173771
55,140,7,Q13,-173756,-173676
55,140,8,R14,-133028,-132993
55,140,8,R15,-132980,-132945
55,141,6,P10,-236865,-236676
55,141,6,P11,-236652,-236464
55,141,7,Q12,-173853,-173772
55,141,7,Q13,-173757,-173677
55,141,8,R14,-133029,-132994
55,141,8,R15,-132981,-132946
55,142,6,P10,-236866,-236678
55,142,6,P11,-236653,-236465
55,142,7,Q12,-173854,-173773
55,142,7,Q13,-173758,-173678
55,142,8,R14,-133029,-132994
55,142,8,R15,-132981,-132946
55,143,6,P10,-236868,-236679
55,143,6,P11,-236654,-236466
55,143,7,Q12,-173855,-173774
55,143,7,Q13,-173759,-173679
55,143,8,R14,-133030,-132995
55,143,8,R15,-132982,-132947
55,144,6,P10,-236869,-236680
55,144,6,P11,-236656,-236468
55,144,7,Q12,-173856,-173775
55,144,7,Q13,-173760,-173680
55,144,8,R14,-133031,-132996
55,144,8,R15,-132983,-132948
55,145,6,P10,-236870,-236681
55,145,6,P11,-236657,-236469
55,145,7,Q12,-173857,-173776
55,145,7,Q13,-173761,-173681
55,145,8,R14,-133032,-132996
55,145,8,R15,-132984,-132949
55,146,6,P10,-236872,-236683
55,146,6,P11,-236658,-236470
55,146,7,Q12,-173858,-173777
55,146,7,Q13,-173762,-173682
55,146,8,R14,-133032,-132997
55,146,8,R15,-132984,-132949
56,120,6,P10,-245546,-245345
56,120,6,P11,-245316,-245116
56,120,7,Q12,-180219,-180132
56,120,7,Q13,-180116,-180030
56,120,8,R14,-137897,-137859
56,120,8,R15,-137846,-137808
56,121,6,P10,-245547,-245346
56,121,6,P11,-245318,-245118
56,121,7,Q12,-180220,-180134
56,121,7,Q13,-180118,-180031
56,121,8,R14,-137898,-137860
56,121,8,R15,-137847,-137809
56,122,6,P10,-245549,-245348
56,122,6,P11,-245320,-245120
56,122,7,Q12,-180222,-180135
56,122,7,Q13,-180119,-180033
56,122,8,R14,-137899,-137861
56,122,8,R15,-137848,-137810
56,123,6,P10,-245551,-245350
56,123,6,P11,-245322,-245122
56,123,7,Q12,-180223,-180137
56,123,7,Q13,-180120,-180034
56,123,8,R14,-137900,-137862
56,123,8,R15,-137849,-137811
56,124,6,P10,-245553,-245352
56,124,6,P11,-245324,-245124
56,124,7,Q12,-180224,-180138
56,124,7,Q13,-180122,-180035
56,124,8,R14,-137901,-137863
56,124,8,R15,-137850,-137812
56,125,6,P10,-245555,-245354
56,125,6,P11,-245326,-245125
56,125,7,Q12,-180226,-180139
56,125,7,Q13,-180123,-180037
56,125,8,R14,-137902,-137864
56,125,8,R15,-137851,-137813
56,126,6,P10,-245557,-245356
56,126,6,P11,-245327,-245127
56,126,7,Q12,-180227,-180140
56,126,7,Q13,-180124,-180038
56,126,8,R14,-137903,-137865
56,126,8,R15,-137852,-137814
56,127,6,P10,-245558,-245357
56,127,6,P11,-245329,-245129
56,127,7,Q12,-180228,-180142
56,127,7,Q13,-180125,-180039
56,127,8,R14,-137904,-137866
56,127,8,R15,-137853,-137815
56,128,6,P10,-245560,-245359
56,128,6,P11,-245331,-245131
56,128,7,Q12,-180230,-180143
56,128,7,Q13,-180127,-180040
56,128,8,R14,-137905,-137867
56,128,8,R15,-137854,-137816
56,129,6,P10,-245562,-245361
56,129,6,P11,-245332,-245132
56,129,7,Q12,-180231,-180144
56,129,7,Q13,-180128,-180042
56,129,8,R14,-137906,-137868
56,129,8,R15,-137855,-137817
56,130,6,P10,-245563,-245362
56,130,6,P11,-245334,-245134
56,130,7,Q12,-180232,-180145
56,130,7,Q13,-180129,-180043
56,130,8,R14,-137907,-137869
56,130,8,R15,-137856,-137818
56,131,6,P10,-245565,-245364
56,131,6,P11,-245336,-245136
56,131,7,Q12,-180233,-180147
56,131,7,Q13,-180130,-180044
56,131,8,R14,-137908,-137870
56,131,8,R15,-137856,-137819
56,132,6,P10,-245567,-245366
56,132,6,P11,-245337,-245137
56,132,7,Q12,-180234,-180148
56,132,7,Q13,-180132,-180045
56,132,8,R14,-137909,-137871
56,132,8,R15,-137857,-137820
56,133,6,P10,-245568,-245367
56,133,6,P11,-245339,-245139
56,133,7,Q12,-180236,-180149
56,133,7,Q13,-180133,-180046
56,133,8,R14,-137910,-137872
56,133,8,R15,-137858,-137820
56,134,6,P10,-245570,-245369
56,134,6,P11,-245340,-245140
56,134,7,Q12,-180237,-180150
56,134,7,Q13,-180134,-180048
56,134,8,R14,-137911,-137873
56,134,8,R15,-137859,-137821
56,135,6,P10,-245571,-245370
56,135,6,P11,-245342,-245142
56,135,7,Q12,-180238,-180151
56,135,7,Q13,-180135,-180049
56,135,8,R14,-137912,-137874
56,135,8,R15,-137860,-137822
56,136,6,P10,-245573,-245372
56,136,6,P11,-245344,-245143
56,136,7,Q12,-180239,-180152
56,136,7,Q13,-180136,-180050
56,136,8,R14,-137912,-137875
56,136,8,R15,-137861,-137823
56,137,6,P10,-245574,-245373
56,137,6,P11,-245345,-245145
56,137,7,Q12,-180240,-180153
56,137,7,Q13,-180137,-180051
56,137,8,R14,-137913,-137875
56,137,8,R15,-137862,-137824
56,138,6,P10,-245576,-245375
56,138,6,P11,-245347,-245146
56,138,7,Q12,-180241,-180155
56,138,7,Q13,-180138,-180052
56,138,8,R14,-137914,-137876
56,138,8,R15,-137863,-137825
56,139,6,P10,-245577,-245376
56,139,6,P11,-245348,-245148
56,139,7,Q12,-180242,-180156
56,139,7,Q13,-180139,-180053
56,139,8,R14,-137915,-137877
56,139,8,R15,-137863,-137826
56,140,6,P10,-245579,-245378
56,140,6,P11,-245349,-245149
56,140,7,Q12,-180243,-180157
56,140,7,Q13,-180140,-180054
56,140,8,R14,-137916,-137878
56,140,8,R15,-137864,-137826
56,141,6,P10,-245580,-245379
56,141,6,P11,-245351,-245151
56,141,7,Q12,-180244,-180158
56,141,7,Q13,-180142,-180055
56,141,8,R14,-137917,-137879
56,141,8,R15,-137865,-137827
56,142,6,P10,-245582,-245380
56,142,6,P11,-245352,-245152
56,142,7,Q12,-180245,-180159
56,142,7,Q13,-180143,-180056
56,142,8,R14,-137917,-137879
56,142,8,R15,-137866,-137828
56,143,6,P10,-245583,-245382
56,143,6,P11,-245354,-245154
56,143,7,Q12,-180246,-180160
56,143,7,Q13,-180144,-180057
56,143,8,R14,-137918,-137880
56,143,8,R15,-137867,-137829
56,144,6,P10,-245584,-245383
56,144,6,P11,-245355,-245155
56,144,7,Q12,-180247,-180161
56,144,7,Q13,-180145,-180058
56,144,8,R14,-137919,-137881
56,144,8,R15,-137867,-137829
56,145,6,P10,-245586,-245385
56,145,6,P11,-245356,-245156
56,145,7,Q12,-180248,-180162
56,145,7,Q13,-180146,-180059
56,145,8,R14,-137920,-137882
56,145,8,R15,-137868,-137830
56,146,6,P10,-245587,-245386
56,146,6,P11,-245358,-245158
56,146,7,Q12,-180249,-180163
56,146,7,Q13,-180147,-180060
56,146,8,R14,-137920,-137882
56,146,8,R15,-137869,-137831
56,148,6,P10,-245590,-245388
56,148,6,P11,-245360,-245160
56,148,7,Q12,-180251,-180165
56,148,7,Q13,-180148,-180062
56,148,8,R14,-137922,-137884
56,148,8,R15,-137870,-137832
57,135,6,P10,-254445,-254231
57,135,6,P11,-254199,-253986
57,135,7,Q12,-186745,-186652
57,135,7,Q13,-186635,-186542
57,135,8,R14,-142888,-142847
57,135,8,R15,-142832,-142792
57,137,6,P10,-254448,-254234
57,137,6,P11,-254202,-253989
57,137,7,Q12,-186747,-186655
57,137,7,Q13,-186637,-186544
57,137,8,R14,-142890,-142849
57,137,8,R15,-142834,-142794
57,138,6,P10,-254450,-254236
57,138,6,P11,-254203,-253990
57,138,7,Q12,-186748,-186656
57,138,7,Q13,-186638,-186546
57,138,8,R14,-142890,-142850
57,138,8,R15,-142835,-142794
57,139,6,P10,-254451,-254237
57,139,6,P11,-254205,-253992
57,139,7,Q12,-186749,-186657
57,139,7,Q13,-186639,-186547
57,139,8,R14,-142891,-142850
57,139,8,R15,-142836,-142795
58,136,6,P10,-263479,-263251
58,136,6,P11,-263215,-262989
58,136,7,Q12,-193369,-193270
58,136,7,Q13,-193251,-193152
58,136,8,R14,-147954,-147910
58,136,8,R15,-147894,-147850
58,138,6,P10,-263482,-263255
58,138,6,P11,-263218,-262992
58,138,7,Q12,-193372,-193273
58,138,7,Q13,-193253,-193155
58,138,8,R14,-147955,-147911
58,138,8,R15,-147896,-147852
58,140,6,P10,-263485,-263258
58,140,6,P11,-263221,-262995
58,140,7,Q12,-193374,-193275
58,140,7,Q13,-193256,-193157
58,140,8,R14,-147957,-147913
58,140,8,R15,-147898,-147854
58,142,6,P10,-263488,-263261
58,142,6,P11,-263224,-262998
58,142,7,Q12,-193376,-193277
58,142,7,Q13,-193258,-193159
58,142,8,R14,-147959,-147915
58,142,8,R15,-147899,-147856
58,144,6,P10,-263491,-263264
58,144,6,P11,-263227,-263001
58,144,7,Q12,-193378,-193279
58,144,7,Q13,-193260,-193161
58,144,8,R14,-147960,-147916
58,144,8,R15,-147901,-147857
58,146,6,P10,-263494,-263267
58,146,6,P11,-263230,-263004
58,146,7,Q12,-193380,-193281
58,146,7,Q13,-193262,-193163
58,146,8,R14,-147962,-147918
58,146,8,R15,-147903,-147859
58,148,6,P10,-263497,-263269
58,148,6,P11,-263233,-263006
58,148,7,Q12,-193382,-193283
58,148,7,Q13,-193264,-193165
58,148,8,R14,-147964,-147920
58,148,8,R15,-147904,-147860
59,141,6,P10,-272678,-272437
59,141,6,P11,-272395,-272155
59,141,7,Q12,-200114,-200009
59,141,7,Q13,-199988,-199882
59,141,8,R14,-153111,-153064
59,141,8,R15,-153048,-153001
60,132,6,P10,-282013,-281757
60,132,6,P11,-281710,-281456
60,132,7,Q12,-206959,-206846
60,132,7,Q13,-206823,-206711
60,132,8,R14,-158345,-158294
60,132,8,R15,-158277,-158227
60,134,6,P10,-282017,-281761
60,134,6,P11,-281714,-281460
60,134,7,Q12,-206961,-206849
60,134,7,Q13,-206826,-206713
60,134,8,R14,-158347,-158296
60,134,8,R15,-158279,-158229
60,135,6,P10,-282018,-281763
60,135,6,P11,-281716,-281461
60,135,7,Q12,-206963,-206850
60,135,7,Q13,-206827,-206715
60,135,8,R14,-158348,-158297
60,135,8,R15,-158280,-158230
60,136,6,P10,-282020,-281764
60,136,6,P11,-281718,-281463
60,136,7,Q12,-206964,-206851
60,136,7,Q13,-206828,-206716
60,136,8,R14,-158349,-158298
60,136,8,R15,-158281,-158231
60,137,6,P10,-282022,-281766
60,137,6,P11,-281719,-281465
60,137,7,Q12,-206965,-206852
60,137,7,Q13,-206829,-206717
60,137,8,R14,-158350,-158299
60,137,8,R15,-158282,-158232
60,138,6,P10,-282023,-281768
60,138,6,P11,-281721,-281467
60,138,7,Q12,-206966,-206854
60,138,7,Q13,-206831,-206719
60,138,8,R14,-158351,-158300
60,138,8,R15,-158283,-158232
60,139,6,P10,-282025,-281769
60,139,6,P11,-281723,-281468
60,139,7,Q12,-206968,-206855
60,139,7,Q13,-206832,-206720
60,139,8,R14,-158352,-158301
60,139,8,R15,-158284,-158233
60,140,6,P10,-282027,-281771
60,140,6,P11,-281724,-281470
60,140,7,Q12,-206969,-206856
60,140,7,Q13,-206833,-206721
60,140,8,R14,-158353,-158302
60,140,8,R15,-158285,-158234
60,141,6,P10,-282028,-281773
60,141,6,P11,-281726,-281472
60,141,7,Q12,-206970,-206857
60,141,7,Q13,-206834,-206722
60,141,8,R14,-158354,-158303
60,141,8,R15,-158286,-158235
60,142,6,P10,-282030,-281774
60,142,6,P11,-281727,-281473
60,142,7,Q12,-206971,-206858
60,142,7,Q13,-206836,-206723
60,142,8,R14,-158355,-158304
60,142,8,R15,-158287,-158236
60,143,6,P10,-282032,-281776
60,143,6,P11,-281729,-281475
60,143,7,Q12,-206972,-206860
60,143,7,Q13,-206837,-206724
60,143,8,R14,-158355,-158305
60,143,8,R15,-158287,-158237
60,144,6,P10,-282033,-281777
60,144,6,P11,-281731,-281476
60,144,7,Q12,-206973,-206861
60,144,7,Q13,-206838,-206726
60,144,8,R14,-158356,-158306
60,144,8,R15,-158288,-158238
60,145,6,P10,-282035,-281779
60,145,6,P11,-281732,-281478
60,145,7,Q12,-206975,-206862
60,145,7,Q13,-206839,-206727
60,145,8,R14,-158357,-158307
60,145,8,R15,-158289,-158239
