run,Z,A,kind,rc,err_bytes
Hf170_base,72,170,base,0,0
Hf170_rsig,72,170,rsig,0,0
Hf170_ideal6,72,170,ideal6,0,0
Hf170_ideal7,72,170,ideal7,0,0
Hf170_ideal8,72,170,ideal8,0,0
Hf171_base,72,171,base,0,0
Hf171_rsig,72,171,rsig,0,0
Hf171_ideal6,72,171,ideal6,0,0
Hf171_ideal7,72,171,ideal7,0,0
Hf171_ideal8,72,171,ideal8,0,0
Hf172_base,72,172,base,0,0
Hf172_rsig,72,172,rsig,0,0
Hf172_ideal6,72,172,ideal6,0,0
Hf172_ideal7,72,172,ideal7,0,0
Hf172_ideal8,72,172,ideal8,0,0
Hf173_base,72,173,base,0,0
Hf173_rsig,72,173,rsig,0,0
Hf173_ideal6,72,173,ideal6,0,0
Hf173_ideal7,72,173,ideal7,0,0
Hf173_ideal8,72,173,ideal8,0,0
Hf174_base,72,174,base,0,0
Hf174_rsig,72,174,rsig,0,0
Hf174_ideal6,72,174,ideal6,0,0
Hf174_ideal7,72,174,ideal7,0,0
Hf174_ideal8,72,174,ideal8,0,0
Hf175_base,72,175,base,0,0
Hf175_rsig,72,175,rsig,0,0
Hf175_ideal6,72,175,ideal6,0,0
Hf175_ideal7,72,175,ideal7,0,0
Hf175_ideal8,72,175,ideal8,0,0
Hf176_base,72,176,base,0,0
Hf176_rsig,72,176,rsig,0,0
Hf176_ideal6,72,176,ideal6,0,0
Hf176_ideal7,72,176,ideal7,0,0
Hf176_ideal8,72,176,ideal8,0,0
Hf177_base,72,177,base,0,0
Hf177_rsig,72,177,rsig,0,0
Hf177_ideal6,72,177,ideal6,0,0
Hf177_ideal7,72,177,ideal7,0,0
Hf177_ideal8,72,177,ideal8,0,0
Hf178_base,72,178,base,0,0
Hf178_rsig,72,178,rsig,0,0
Hf178_ideal6,72,178,ideal6,0,0
Hf178_ideal7,72,178,ideal7,0,0
Hf178_ideal8,72,178,ideal8,0,0
Hf179_base,72,179,base,0,0
Hf179_rsig,72,179,rsig,0,0
Hf179_ideal6,72,179,ideal6,0,0
Hf179_ideal7,72,179,ideal7,0,0
Hf179_ideal8,72,179,ideal8,0,0
Hf180_base,72,180,base,0,0
Hf180_rsig,72,180,rsig,0,0
Hf180_ideal6,72,180,ideal6,0,0
Hf180_ideal7,72,180,ideal7,0,0
Hf180_ideal8,72,180,ideal8,0,0
Hf182_base,72,182,base,0,0
Hf182_rsig,72,182,rsig,0,0
Hf182_ideal6,72,182,ideal6,0,0
Hf182_ideal7,72,182,ideal7,0,0
Hf182_ideal8,72,182,ideal8,0,0
Ta181_base,73,181,base,0,0
Ta181_rsig,73,181,rsig,0,0
Ta181_ideal6,73,181,ideal6,0,0
Ta181_ideal7,73,181,ideal7,0,0
Ta181_ideal8,73,181,ideal8,0,0
W180_base,74,180,base,0,0
W180_rsig,74,180,rsig,0,0
W180_ideal6,74,180,ideal6,0,0
W180_ideal7,74,180,ideal7,0,0
W180_ideal8,74,180,ideal8,0,0
W182_base,74,182,base,0,0
W182_rsig,74,182,rsig,0,0
W182_ideal6,74,182,ideal6,0,0
W182_ideal7,74,182,ideal7,0,0
W182_ideal8,74,182,ideal8,0,0
W183_base,74,183,base,0,0
W183_rsig,74,183,rsig,0,0
W183_ideal6,74,183,ideal6,0,0
W183_ideal7,74,183,ideal7,0,0
W183_ideal8,74,183,ideal8,0,0
W184_base,74,184,base,0,0
W184_rsig,74,184,rsig,0,0
W184_ideal6,74,184,ideal6,0,0
W184_ideal7,74,184,ideal7,0,0
W184_ideal8,74,184,ideal8,0,0
W186_base,74,186,base,0,0
W186_rsig,74,186,rsig,0,0
W186_ideal6,74,186,ideal6,0,0
W186_ideal7,74,186,ideal7,0,0
W186_ideal8,74,186,ideal8,0,0
Re185_base,75,185,base,0,0
Re185_rsig,75,185,rsig,0,0
Re185_ideal6,75,185,ideal6,0,0
Re185_ideal7,75,185,ideal7,0,0
Re185_ideal8,75,185,ideal8,0,0
Re187_base,75,187,base,0,0
Re187_rsig,75,187,rsig,0,0
Re187_ideal6,75,187,ideal6,0,0
Re187_ideal7,75,187,ideal7,0,0
Re187_ideal8,75,187,ideal8,0,0
Os184_base,76,184,base,0,0
Os184_rsig,76,184,rsig,0,0
Os184_ideal6,76,184,ideal6,0,0
Os184_ideal7,76,184,ideal7,0,0
Os184_ideal8,76,184,ideal8,0,0
Os186_base,76,186,base,0,0
Os186_rsig,76,186,rsig,0,0
Os186_ideal6,76,186,ideal6,0,0
Os186_ideal7,76,186,ideal7,0,0
Os186_ideal8,76,186,ideal8,0,0
Os187_base,76,187,base,0,0
Os187_rsig,76,187,rsig,0,0
Os187_ideal6,76,187,ideal6,0,0
Os187_ideal7,76,187,ideal7,0,0
Os187_ideal8,76,187,ideal8,0,0
Os188_base,76,188,base,0,0
Os188_rsig,76,188,rsig,0,0
Os188_ideal6,76,188,ideal6,0,0
Os188_ideal7,76,188,ideal7,0,0
Os188_ideal8,76,188,ideal8,0,0
Os189_base,76,189,base,0,0
Os189_rsig,76,189,rsig,0,0
Os189_ideal6,76,189,ideal6,0,0
Os189_ideal7,76,189,ideal7,0,0
Os189_ideal8,76,189,ideal8,0,0
Os190_base,76,190,base,0,0
Os190_rsig,76,190,rsig,0,0
Os190_ideal6,76,190,ideal6,0,0
Os190_ideal7,76,190,ideal7,0,0
Os190_ideal8,76,190,ideal8,0,0
Os192_base,76,192,base,0,0
Os192_rsig,76,192,rsig,0,0
Os192_ideal6,76,192,ideal6,0,0
Os192_ideal7,76,192,ideal7,0,0
Os192_ideal8,76,192,ideal8,0,0
Ir182_base,77,182,base,0,0
Ir182_rsig,77,182,rsig,0,0
Ir182_ideal6,77,182,ideal6,0,0
Ir182_ideal7,77,182,ideal7,0,0
Ir182_ideal8,77,182,ideal8,0,0
Ir183_base,77,183,base,0,0
Ir183_rsig,77,183,rsig,0,0
Ir183_ideal6,77,183,ideal6,0,0
Ir183_ideal7,77,183,ideal7,0,0
Ir183_ideal8,77,183,ideal8,0,0
Ir184_base,77,184,base,0,0
Ir184_rsig,77,184,rsig,0,0
Ir184_ideal6,77,184,ideal6,0,0
Ir184_ideal7,77,184,ideal7,0,0
Ir184_ideal8,77,184,ideal8,0,0
Ir185_base,77,185,base,0,0
Ir185_rsig,77,185,rsig,0,0
Ir185_ideal6,77,185,ideal6,0,0
Ir185_ideal7,77,185,ideal7,0,0
Ir185_ideal8,77,185,ideal8,0,0
Ir186_base,77,186,base,0,0
Ir186_rsig,77,186,rsig,0,0
Ir186_ideal6,77,186,ideal6,0,0
Ir186_ideal7,77,186,ideal7,0,0
Ir186_ideal8,77,186,ideal8,0,0
Ir187_base,77,187,base,0,0
Ir187_rsig,77,187,rsig,0,0
Ir187_ideal6,77,187,ideal6,0,0
Ir187_ideal7,77,187,ideal7,0,0
Ir187_ideal8,77,187,ideal8,0,0
Ir188_base,77,188,base,0,0
Ir188_rsig,77,188,rsig,0,0
Ir188_ideal6,77,188,ideal6,0,0
Ir188_ideal7,77,188,ideal7,0,0
Ir188_ideal8,77,188,ideal8,0,0
Ir189_base,77,189,base,0,0
Ir189_rsig,77,189,rsig,0,0
Ir189_ideal6,77,189,ideal6,0,0
Ir189_ideal7,77,189,ideal7,0,0
Ir189_ideal8,77,189,ideal8,0,0
Ir191_base,77,191,base,0,0
Ir191_rsig,77,191,rsig,0,0
Ir191_ideal6,77,191,ideal6,0,0
Ir191_ideal7,77,191,ideal7,0,0
Ir191_ideal8,77,191,ideal8,0,0
Ir193_base,77,193,base,0,0
Ir193_rsig,77,193,rsig,0,0
Ir193_ideal6,77,193,ideal6,0,0
Ir193_ideal7,77,193,ideal7,0,0
Ir193_ideal8,77,193,ideal8,0,0
Pt178_base,78,178,base,0,0
Pt178_rsig,78,178,rsig,0,0
Pt178_ideal6,78,178,ideal6,0,0
Pt178_ideal7,78,178,ideal7,0,0
Pt178_ideal8,78,178,ideal8,0,0
Pt179_base,78,179,base,0,0
Pt179_rsig,78,179,rsig,0,0
Pt179_ideal6,78,179,ideal6,0,0
Pt179_ideal7,78,179,ideal7,0,0
Pt179_ideal8,78,179,ideal8,0,0
Pt180_base,78,180,base,0,0
Pt180_rsig,78,180,rsig,0,0
Pt180_ideal6,78,180,ideal6,0,0
Pt180_ideal7,78,180,ideal7,0,0
Pt180_ideal8,78,180,ideal8,0,0
Pt181_base,78,181,base,0,0
Pt181_rsig,78,181,rsig,0,0
Pt181_ideal6,78,181,ideal6,0,0
Pt181_ideal7,78,181,ideal7,0,0
Pt181_ideal8,78,181,ideal8,0,0
Pt182_base,78,182,base,0,0
Pt182_rsig,78,182,rsig,0,0
Pt182_ideal6,78,182,ideal6,0,0
Pt182_ideal7,78,182,ideal7,0,0
Pt182_ideal8,78,182,ideal8,0,0
Pt183_base,78,183,base,0,0
Pt183_rsig,78,183,rsig,0,0
Pt183_ideal6,78,183,ideal6,0,0
Pt183_ideal7,78,183,ideal7,0,0
Pt183_ideal8,78,183,ideal8,0,0
Pt184_base,78,184,base,0,0
Pt184_rsig,78,184,rsig,0,0
Pt184_ideal6,78,184,ideal6,0,0
Pt184_ideal7,78,184,ideal7,0,0
Pt184_ideal8,78,184,ideal8,0,0
Pt185_base,78,185,base,0,0
Pt185_rsig,78,185,rsig,0,0
Pt185_ideal6,78,185,ideal6,0,0
Pt185_ideal7,78,185,ideal7,0,0
Pt185_ideal8,78,185,ideal8,0,0
Pt186_base,78,186,base,0,0
Pt186_rsig,78,186,rsig,0,0
Pt186_ideal6,78,186,ideal6,0,0
Pt186_ideal7,78,186,ideal7,0,0
Pt186_ideal8,78,186,ideal8,0,0
Pt187_base,78,187,base,0,0
Pt187_rsig,78,187,rsig,0,0
Pt187_ideal6,78,187,ideal6,0,0
Pt187_ideal7,78,187,ideal7,0,0
Pt187_ideal8,78,187,ideal8,0,0
Pt188_base,78,188,base,0,0
Pt188_rsig,78,188,rsig,0,0
Pt188_ideal6,78,188,ideal6,0,0
Pt188_ideal7,78,188,ideal7,0,0
Pt188_ideal8,78,188,ideal8,0,0
Pt189_base,78,189,base,0,0
Pt189_rsig,78,189,rsig,0,0
Pt189_ideal6,78,189,ideal6,0,0
Pt189_ideal7,78,189,ideal7,0,0
Pt189_ideal8,78,189,ideal8,0,0
Pt190_base,78,190,base,0,0
Pt190_rsig,78,190,rsig,0,0
Pt190_ideal6,78,190,ideal6,0,0
Pt190_ideal7,78,190,ideal7,0,0
Pt190_ideal8,78,190,ideal8,0,0
Pt191_base,78,191,base,0,0
Pt191_rsig,78,191,rsig,0,0
Pt191_ideal6,78,191,ideal6,0,0
Pt191_ideal7,78,191,ideal7,0,0
Pt191_ideal8,78,191,ideal8,0,0
Pt192_base,78,192,base,0,0
Pt192_rsig,78,192,rsig,0,0
Pt192_ideal6,78,192,ideal6,0,0
Pt192_ideal7,78,192,ideal7,0,0
Pt192_ideal8,78,192,ideal8,0,0
Pt193_base,78,193,base,0,0
Pt193_rsig,78,193,rsig,0,0
Pt193_ideal6,78,193,ideal6,0,0
Pt193_ideal7,78,193,ideal7,0,0
Pt193_ideal8,78,193,ideal8,0,0
Pt194_base,78,194,base,0,0
Pt194_rsig,78,194,rsig,0,0
Pt194_ideal6,78,194,ideal6,0,0
Pt194_ideal7,78,194,ideal7,0,0
Pt194_ideal8,78,194,ideal8,0,0
Pt195_base,78,195,base,0,0
Pt195_rsig,78,195,rsig,0,0
Pt195_ideal6,78,195,ideal6,0,0
Pt195_ideal7,78,195,ideal7,0,0
Pt195_ideal8,78,195,ideal8,0,0
Pt196_base,78,196,base,0,0
Pt196_rsig,78,196,rsig,0,0
Pt196_ideal6,78,196,ideal6,0,0
Pt196_ideal7,78,196,ideal7,0,0
Pt196_ideal8,78,196,ideal8,0,0
Pt198_base,78,198,base,0,0
Pt198_rsig,78,198,rsig,0,0
Pt198_ideal6,78,198,ideal6,0,0
Pt198_ideal7,78,198,ideal7,0,0
Pt198_ideal8,78,198,ideal8,0,0
Au183_base,79,183,base,0,0
Au183_rsig,79,183,rsig,0,0
Au183_ideal6,79,183,ideal6,0,0
Au183_ideal7,79,183,ideal7,0,0
Au183_ideal8,79,183,ideal8,0,0
Au184_base,79,184,base,0,0
Au184_rsig,79,184,rsig,0,0
Au184_ideal6,79,184,ideal6,0,0
Au184_ideal7,79,184,ideal7,0,0
Au184_ideal8,79,184,ideal8,0,0
Au185_base,79,185,base,0,0
Au185_rsig,79,185,rsig,0,0
Au185_ideal6,79,185,ideal6,0,0
Au185_ideal7,79,185,ideal7,0,0
Au185_ideal8,79,185,ideal8,0,0
Au186_base,79,186,base,0,0
Au186_rsig,79,186,rsig,0,0
Au186_ideal6,79,186,ideal6,0,0
Au186_ideal7,79,186,ideal7,0,0
Au186_ideal8,79,186,ideal8,0,0
Au187_base,79,187,base,0,0
Au187_rsig,79,187,rsig,0,0
Au187_ideal6,79,187,ideal6,0,0
Au187_ideal7,79,187,ideal7,0,0
Au187_ideal8,79,187,ideal8,0,0
Au188_base,79,188,base,0,0
Au188_rsig,79,188,rsig,0,0
Au188_ideal6,79,188,ideal6,0,0
Au188_ideal7,79,188,ideal7,0,0
Au188_ideal8,79,188,ideal8,0,0
Au189_base,79,189,base,0,0
Au189_rsig,79,189,rsig,0,0
Au189_ideal6,79,189,ideal6,0,0
Au189_ideal7,79,189,ideal7,0,0
Au189_ideal8,79,189,ideal8,0,0
Au190_base,79,190,base,0,0
Au190_rsig,79,190,rsig,0,0
Au190_ideal6,79,190,ideal6,0,0
Au190_ideal7,79,190,ideal7,0,0
Au190_ideal8,79,190,ideal8,0,0
Au191_base,79,191,base,0,0
Au191_rsig,79,191,rsig,0,0
Au191_ideal6,79,191,ideal6,0,0
Au191_ideal7,79,191,ideal7,0,0
Au191_ideal8,79,191,ideal8,0,0
Au192_base,79,192,base,0,0
Au192_rsig,79,192,rsig,0,0
Au192_ideal6,79,192,ideal6,0,0
Au192_ideal7,79,192,ideal7,0,0
Au192_ideal8,79,192,ideal8,0,0
Au193_base,79,193,base,0,0
Au193_rsig,79,193,rsig,0,0
Au193_ideal6,79,193,ideal6,0,0
Au193_ideal7,79,193,ideal7,0,0
Au193_ideal8,79,193,ideal8,0,0
Au194_base,79,194,base,0,0
Au194_rsig,79,194,rsig,0,0
Au194_ideal6,79,194,ideal6,0,0
Au194_ideal7,79,194,ideal7,0,0
Au194_ideal8,79,194,ideal8,0,0
Au195_base,79,195,base,0,0
Au195_rsig,79,195,rsig,0,0
Au195_ideal6,79,195,ideal6,0,0
Au195_ideal7,79,195,ideal7,0,0
Au195_ideal8,79,195,ideal8,0,0
Au196_base,79,196,base,0,0
Au196_rsig,79,196,rsig,0,0
Au196_ideal6,79,196,ideal6,0,0
Au196_ideal7,79,196,ideal7,0,0
Au196_ideal8,79,196,ideal8,0,0
Au197_base,79,197,base,0,0
Au197_rsig,79,197,rsig,0,0
Au197_r101,79,197,r101,0,0
Au197_ideal6,79,197,ideal6,0,0
Au197_ideal7,79,197,ideal7,0,0
Au197_ideal8,79,197,ideal8,0,0
Au198_base,79,198,base,0,0
Au198_rsig,79,198,rsig,0,0
Au198_ideal6,79,198,ideal6,0,0
Au198_ideal7,79,198,ideal7,0,0
Au198_ideal8,79,198,ideal8,0,0
Au199_base,79,199,base,0,0
Au199_rsig,79,199,rsig,0,0
Au199_ideal6,79,199,ideal6,0,0
Au199_ideal7,79,199,ideal7,0,0
Au199_ideal8,79,199,ideal8,0,0
Hg181_base,80,181,base,0,0
Hg181_rsig,80,181,rsig,0,0
Hg181_ideal6,80,181,ideal6,0,0
Hg181_ideal7,80,181,ideal7,0,0
Hg181_ideal8,80,181,ideal8,0,0
Hg182_base,80,182,base,0,0
Hg182_rsig,80,182,rsig,0,0
Hg182_ideal6,80,182,ideal6,0,0
Hg182_ideal7,80,182,ideal7,0,0
Hg182_ideal8,80,182,ideal8,0,0
Hg183_base,80,183,base,0,0
Hg183_rsig,80,183,rsig,0,0
Hg183_ideal6,80,183,ideal6,0,0
Hg183_ideal7,80,183,ideal7,0,0
Hg183_ideal8,80,183,ideal8,0,0
Hg184_base,80,184,base,0,0
Hg184_rsig,80,184,rsig,0,0
Hg184_ideal6,80,184,ideal6,0,0
Hg184_ideal7,80,184,ideal7,0,0
Hg184_ideal8,80,184,ideal8,0,0
Hg185_base,80,185,base,0,0
Hg185_rsig,80,185,rsig,0,0
Hg185_ideal6,80,185,ideal6,0,0
Hg185_ideal7,80,185,ideal7,0,0
Hg185_ideal8,80,185,ideal8,0,0
Hg186_base,80,186,base,0,0
Hg186_rsig,80,186,rsig,0,0
Hg186_ideal6,80,186,ideal6,0,0
Hg186_ideal7,80,186,ideal7,0,0
Hg186_ideal8,80,186,ideal8,0,0
Hg187_base,80,187,base,0,0
Hg187_rsig,80,187,rsig,0,0
Hg187_ideal6,80,187,ideal6,0,0
Hg187_ideal7,80,187,ideal7,0,0
Hg187_ideal8,80,187,ideal8,0,0
Hg188_base,80,188,base,0,0
Hg188_rsig,80,188,rsig,0,0
Hg188_ideal6,80,188,ideal6,0,0
Hg188_ideal7,80,188,ideal7,0,0
Hg188_ideal8,80,188,ideal8,0,0
Hg189_base,80,189,base,0,0
Hg189_rsig,80,189,rsig,0,0
Hg189_ideal6,80,189,ideal6,0,0
Hg189_ideal7,80,189,ideal7,0,0
Hg189_ideal8,80,189,ideal8,0,0
Hg190_base,80,190,base,0,0
Hg190_rsig,80,190,rsig,0,0
Hg190_ideal6,80,190,ideal6,0,0
Hg190_ideal7,80,190,ideal7,0,0
Hg190_ideal8,80,190,ideal8,0,0
Hg191_base,80,191,base,0,0
Hg191_rsig,80,191,rsig,0,0
Hg191_ideal6,80,191,ideal6,0,0
Hg191_ideal7,80,191,ideal7,0,0
Hg191_ideal8,80,191,ideal8,0,0
Hg192_base,80,192,base,0,0
Hg192_rsig,80,192,rsig,0,0
Hg192_ideal6,80,192,ideal6,0,0
Hg192_ideal7,80,192,ideal7,0,0
Hg192_ideal8,80,192,ideal8,0,0
Hg193_base,80,193,base,0,0
Hg193_rsig,80,193,rsig,0,0
Hg193_ideal6,80,193,ideal6,0,0
Hg193_ideal7,80,193,ideal7,0,0
Hg193_ideal8,80,193,ideal8,0,0
Hg194_base,80,194,base,0,0
Hg194_rsig,80,194,rsig,0,0
Hg194_ideal6,80,194,ideal6,0,0
Hg194_ideal7,80,194,ideal7,0,0
Hg194_ideal8,80,194,ideal8,0,0
Hg195_base,80,195,base,0,0
Hg195_rsig,80,195,rsig,0,0
Hg195_ideal6,80,195,ideal6,0,0
Hg195_ideal7,80,195,ideal7,0,0
Hg195_ideal8,80,195,ideal8,0,0
Hg196_base,80,196,base,0,0
Hg196_rsig,80,196,rsig,0,0
Hg196_ideal6,80,196,ideal6,0,0
Hg196_ideal7,80,196,ideal7,0,0
Hg196_ideal8,80,196,ideal8,0,0
Hg197_base,80,197,base,0,0
Hg197_rsig,80,197,rsig,0,0
Hg197_ideal6,80,197,ideal6,0,0
Hg197_ideal7,80,197,ideal7,0,0
Hg197_ideal8,80,197,ideal8,0,0
Hg198_base,80,198,base,0,0
Hg198_rsig,80,198,rsig,0,0
Hg198_ideal6,80,198,ideal6,0,0
Hg198_ideal7,80,198,ideal7,0,0
Hg198_ideal8,80,198,ideal8,0,0
Hg199_base,80,199,base,0,0
Hg199_rsig,80,199,rsig,0,0
Hg199_ideal6,80,199,ideal6,0,0
Hg199_ideal7,80,199,ideal7,0,0
Hg199_ideal8,80,199,ideal8,0,0
Hg200_base,80,200,base,0,0
Hg200_rsig,80,200,rsig,0,0
Hg200_ideal6,80,200,ideal6,0,0
Hg200_ideal7,80,200,ideal7,0,0
Hg200_ideal8,80,200,ideal8,0,0
Hg201_base,80,201,base,0,0
Hg201_rsig,80,201,rsig,0,0
Hg201_ideal6,80,201,ideal6,0,0
Hg201_ideal7,80,201,ideal7,0,0
Hg201_ideal8,80,201,ideal8,0,0
Hg202_base,80,202,base,0,0
Hg202_rsig,80,202,rsig,0,0
Hg202_ideal6,80,202,ideal6,0,0
Hg202_ideal7,80,202,ideal7,0,0
Hg202_ideal8,80,202,ideal8,0,0
Hg203_base,80,203,base,0,0
Hg203_rsig,80,203,rsig,0,0
Hg203_ideal6,80,203,ideal6,0,0
Hg203_ideal7,80,203,ideal7,0,0
Hg203_ideal8,80,203,ideal8,0,0
Hg204_base,80,204,base,0,0
Hg204_rsig,80,204,rsig,0,0
Hg204_ideal6,80,204,ideal6,0,0
Hg204_ideal7,80,204,ideal7,0,0
Hg204_ideal8,80,204,ideal8,0,0
Hg205_base,80,205,base,0,0
Hg205_rsig,80,205,rsig,0,0
Hg205_ideal6,80,205,ideal6,0,0
Hg205_ideal7,80,205,ideal7,0,0
Hg205_ideal8,80,205,ideal8,0,0
Hg206_base,80,206,base,0,0
Hg206_rsig,80,206,rsig,0,0
Hg206_ideal6,80,206,ideal6,0,0
Hg206_ideal7,80,206,ideal7,0,0
Hg206_ideal8,80,206,ideal8,0,0
Tl188_base,81,188,base,0,0
Tl188_rsig,81,188,rsig,0,0
Tl188_ideal6,81,188,ideal6,0,0
Tl188_ideal7,81,188,ideal7,0,0
Tl188_ideal8,81,188,ideal8,0,0
Tl190_base,81,190,base,0,0
Tl190_rsig,81,190,rsig,0,0
Tl190_ideal6,81,190,ideal6,0,0
Tl190_ideal7,81,190,ideal7,0,0
Tl190_ideal8,81,190,ideal8,0,0
Tl191_base,81,191,base,0,0
Tl191_rsig,81,191,rsig,0,0
Tl191_ideal6,81,191,ideal6,0,0
Tl191_ideal7,81,191,ideal7,0,0
Tl191_ideal8,81,191,ideal8,0,0
Tl192_base,81,192,base,0,0
Tl192_rsig,81,192,rsig,0,0
Tl192_ideal6,81,192,ideal6,0,0
Tl192_ideal7,81,192,ideal7,0,0
Tl192_ideal8,81,192,ideal8,0,0
Tl193_base,81,193,base,0,0
Tl193_rsig,81,193,rsig,0,0
Tl193_ideal6,81,193,ideal6,0,0
Tl193_ideal7,81,193,ideal7,0,0
Tl193_ideal8,81,193,ideal8,0,0
Tl194_base,81,194,base,0,0
Tl194_rsig,81,194,rsig,0,0
Tl194_ideal6,81,194,ideal6,0,0
Tl194_ideal7,81,194,ideal7,0,0
Tl194_ideal8,81,194,ideal8,0,0
Tl195_base,81,195,base,0,0
Tl195_rsig,81,195,rsig,0,0
Tl195_ideal6,81,195,ideal6,0,0
Tl195_ideal7,81,195,ideal7,0,0
Tl195_ideal8,81,195,ideal8,0,0
Tl196_base,81,196,base,0,0
Tl196_rsig,81,196,rsig,0,0
Tl196_ideal6,81,196,ideal6,0,0
Tl196_ideal7,81,196,ideal7,0,0
Tl196_ideal8,81,196,ideal8,0,0
Tl197_base,81,197,base,0,0
Tl197_rsig,81,197,rsig,0,0
Tl197_ideal6,81,197,ideal6,0,0
Tl197_ideal7,81,197,ideal7,0,0
Tl197_ideal8,81,197,ideal8,0,0
Tl198_base,81,198,base,0,0
Tl198_rsig,81,198,rsig,0,0
Tl198_ideal6,81,198,ideal6,0,0
Tl198_ideal7,81,198,ideal7,0,0
Tl198_ideal8,81,198,ideal8,0,0
Tl199_base,81,199,base,0,0
Tl199_rsig,81,199,rsig,0,0
Tl199_ideal6,81,199,ideal6,0,0
Tl199_ideal7,81,199,ideal7,0,0
Tl199_ideal8,81,199,ideal8,0,0
Tl200_base,81,200,base,0,0
Tl200_rsig,81,200,rsig,0,0
Tl200_ideal6,81,200,ideal6,0,0
Tl200_ideal7,81,200,ideal7,0,0
Tl200_ideal8,81,200,ideal8,0,0
Tl201_base,81,201,base,0,0
Tl201_rsig,81,201,rsig,0,0
Tl201_ideal6,81,201,ideal6,0,0
Tl201_ideal7,81,201,ideal7,0,0
Tl201_ideal8,81,201,ideal8,0,0
Tl202_base,81,202,base,0,0
Tl202_rsig,81,202,rsig,0,0
Tl202_ideal6,81,202,ideal6,0,0
Tl202_ideal7,81,202,ideal7,0,0
Tl202_ideal8,81,202,ideal8,0,0
Tl203_base,81,203,base,0,0
Tl203_rsig,81,203,rsig,0,0
Tl203_ideal6,81,203,ideal6,0,0
Tl203_ideal7,81,203,ideal7,0,0
Tl203_ideal8,81,203,ideal8,0,0
Tl204_base,81,204,base,0,0
Tl204_rsig,81,204,rsig,0,0
Tl204_ideal6,81,204,ideal6,0,0
Tl204_ideal7,81,204,ideal7,0,0
Tl204_ideal8,81,204,ideal8,0,0
Tl205_base,81,205,base,0,0
Tl205_rsig,81,205,rsig,0,0
Tl205_r101,81,205,r101,0,0
Tl205_ideal6,81,205,ideal6,0,0
Tl205_ideal7,81,205,ideal7,0,0
Tl205_ideal8,81,205,ideal8,0,0
Tl207_base,81,207,base,0,0
Tl207_rsig,81,207,rsig,0,0
Tl207_ideal6,81,207,ideal6,0,0
Tl207_ideal7,81,207,ideal7,0,0
Tl207_ideal8,81,207,ideal8,0,0
Tl208_base,81,208,base,0,0
Tl208_rsig,81,208,rsig,0,0
Tl208_ideal6,81,208,ideal6,0,0
Tl208_ideal7,81,208,ideal7,0,0
Tl208_ideal8,81,208,ideal8,0,0
Pb182_base,82,182,base,0,0
Pb182_rsig,82,182,rsig,0,0
Pb182_ideal6,82,182,ideal6,0,0
Pb182_ideal7,82,182,ideal7,0,0
Pb182_ideal8,82,182,ideal8,0,0
Pb183_base,82,183,base,0,0
Pb183_rsig,82,183,rsig,0,0
Pb183_ideal6,82,183,ideal6,0,0
Pb183_ideal7,82,183,ideal7,0,0
Pb183_ideal8,82,183,ideal8,0,0
Pb184_base,82,184,base,0,0
Pb184_rsig,82,184,rsig,0,0
Pb184_ideal6,82,184,ideal6,0,0
Pb184_ideal7,82,184,ideal7,0,0
Pb184_ideal8,82,184,ideal8,0,0
Pb185_base,82,185,base,0,0
Pb185_rsig,82,185,rsig,0,0
Pb185_ideal6,82,185,ideal6,0,0
Pb185_ideal7,82,185,ideal7,0,0
Pb185_ideal8,82,185,ideal8,0,0
Pb186_base,82,186,base,0,0
Pb186_rsig,82,186,rsig,0,0
Pb186_ideal6,82,186,ideal6,0,0
Pb186_ideal7,82,186,ideal7,0,0
Pb186_ideal8,82,186,ideal8,0,0
Pb187_base,82,187,base,0,0
Pb187_rsig,82,187,rsig,0,0
Pb187_ideal6,82,187,ideal6,0,0
Pb187_ideal7,82,187,ideal7,0,0
Pb187_ideal8,82,187,ideal8,0,0
Pb188_base,82,188,base,0,0
Pb188_rsig,82,188,rsig,0,0
Pb188_ideal6,82,188,ideal6,0,0
Pb188_ideal7,82,188,ideal7,0,0
Pb188_ideal8,82,188,ideal8,0,0
Pb189_base,82,189,base,0,0
Pb189_rsig,82,189,rsig,0,0
Pb189_ideal6,82,189,ideal6,0,0
Pb189_ideal7,82,189,ideal7,0,0
Pb189_ideal8,82,189,ideal8,0,0
Pb190_base,82,190,base,0,0
Pb190_rsig,82,190,rsig,0,0
Pb190_ideal6,82,190,ideal6,0,0
Pb190_ideal7,82,190,ideal7,0,0
Pb190_ideal8,82,190,ideal8,0,0
Pb191_base,82,191,base,0,0
Pb191_rsig,82,191,rsig,0,0
Pb191_ideal6,82,191,ideal6,0,0
Pb191_ideal7,82,191,ideal7,0,0
Pb191_ideal8,82,191,ideal8,0,0
Pb192_base,82,192,base,0,0
Pb192_rsig,82,192,rsig,0,0
Pb192_ideal6,82,192,ideal6,0,0
Pb192_ideal7,82,192,ideal7,0,0
Pb192_ideal8,82,192,ideal8,0,0
Pb193_base,82,193,base,0,0
Pb193_rsig,82,193,rsig,0,0
Pb193_ideal6,82,193,ideal6,0,0
Pb193_ideal7,82,193,ideal7,0,0
Pb193_ideal8,82,193,ideal8,0,0
Pb194_base,82,194,base,0,0
Pb194_rsig,82,194,rsig,0,0
Pb194_ideal6,82,194,ideal6,0,0
Pb194_ideal7,82,194,ideal7,0,0
Pb194_ideal8,82,194,ideal8,0,0
