run,Z,A,kind,rc,err_bytes
Xe137_rsig,54,137,rsig,0,0
Xe137_ideal6,54,137,ideal6,0,0
Xe137_ideal7,54,137,ideal7,0,0
Xe137_ideal8,54,137,ideal8,0,0
Xe138_base,54,138,base,0,0
Xe138_rsig,54,138,rsig,0,0
Xe138_ideal6,54,138,ideal6,0,0
Xe138_ideal7,54,138,ideal7,0,0
Xe138_ideal8,54,138,ideal8,0,0
Xe139_base,54,139,base,0,0
Xe139_rsig,54,139,rsig,0,0
Xe139_ideal6,54,139,ideal6,0,0
Xe139_ideal7,54,139,ideal7,0,0
Xe139_ideal8,54,139,ideal8,0,0
Xe140_base,54,140,base,0,0
Xe140_rsig,54,140,rsig,0,0
Xe140_ideal6,54,140,ideal6,0,0
Xe140_ideal7,54,140,ideal7,0,0
Xe140_ideal8,54,140,ideal8,0,0
Xe141_base,54,141,base,0,0
Xe141_rsig,54,141,rsig,0,0
Xe141_ideal6,54,141,ideal6,0,0
Xe141_ideal7,54,141,ideal7,0,0
Xe141_ideal8,54,141,ideal8,0,0
Xe142_base,54,142,base,0,0
Xe142_rsig,54,142,rsig,0,0
Xe142_ideal6,54,142,ideal6,0,0
Xe142_ideal7,54,142,ideal7,0,0
Xe142_ideal8,54,142,ideal8,0,0
Xe143_base,54,143,base,0,0
Xe143_rsig,54,143,rsig,0,0
Xe143_ideal6,54,143,ideal6,0,0
Xe143_ideal7,54,143,ideal7,0,0
Xe143_ideal8,54,143,ideal8,0,0
Xe144_base,54,144,base,0,0
Xe144_rsig,54,144,rsig,0,0
Xe144_ideal6,54,144,ideal6,0,0
Xe144_ideal7,54,144,ideal7,0,0
Xe144_ideal8,54,144,ideal8,0,0
Xe146_base,54,146,base,0,0
Xe146_rsig,54,146,rsig,0,0
Xe146_ideal6,54,146,ideal6,0,0
Xe146_ideal7,54,146,ideal7,0,0
Xe146_ideal8,54,146,ideal8,0,0
Cs118_base,55,118,base,0,0
Cs118_rsig,55,118,rsig,0,0
Cs118_ideal6,55,118,ideal6,0,0
Cs118_ideal7,55,118,ideal7,0,0
Cs118_ideal8,55,118,ideal8,0,0
Cs119_base,55,119,base,0,0
Cs119_rsig,55,119,rsig,0,0
Cs119_ideal6,55,119,ideal6,0,0
Cs119_ideal7,55,119,ideal7,0,0
Cs119_ideal8,55,119,ideal8,0,0
Cs120_base,55,120,base,0,0
Cs120_rsig,55,120,rsig,0,0
Cs120_ideal6,55,120,ideal6,0,0
Cs120_ideal7,55,120,ideal7,0,0
Cs120_ideal8,55,120,ideal8,0,0
Cs121_base,55,121,base,0,0
Cs121_rsig,55,121,rsig,0,0
Cs121_ideal6,55,121,ideal6,0,0
Cs121_ideal7,55,121,ideal7,0,0
Cs121_ideal8,55,121,ideal8,0,0
Cs122_base,55,122,base,0,0
Cs122_rsig,55,122,rsig,0,0
Cs122_ideal6,55,122,ideal6,0,0
Cs122_ideal7,55,122,ideal7,0,0
Cs122_ideal8,55,122,ideal8,0,0
Cs123_base,55,123,base,0,0
Cs123_rsig,55,123,rsig,0,0
Cs123_ideal6,55,123,ideal6,0,0
Cs123_ideal7,55,123,ideal7,0,0
Cs123_ideal8,55,123,ideal8,0,0
Cs124_base,55,124,base,0,0
Cs124_rsig,55,124,rsig,0,0
Cs124_ideal6,55,124,ideal6,0,0
Cs124_ideal7,55,124,ideal7,0,0
Cs124_ideal8,55,124,ideal8,0,0
Cs125_base,55,125,base,0,0
Cs125_rsig,55,125,rsig,0,0
Cs125_ideal6,55,125,ideal6,0,0
Cs125_ideal7,55,125,ideal7,0,0
Cs125_ideal8,55,125,ideal8,0,0
Cs126_base,55,126,base,0,0
Cs126_rsig,55,126,rsig,0,0
Cs126_ideal6,55,126,ideal6,0,0
Cs126_ideal7,55,126,ideal7,0,0
Cs126_ideal8,55,126,ideal8,0,0
Cs127_base,55,127,base,0,0
Cs127_rsig,55,127,rsig,0,0
Cs127_ideal6,55,127,ideal6,0,0
Cs127_ideal7,55,127,ideal7,0,0
Cs127_ideal8,55,127,ideal8,0,0
Cs128_base,55,128,base,0,0
Cs128_rsig,55,128,rsig,0,0
Cs128_ideal6,55,128,ideal6,0,0
Cs128_ideal7,55,128,ideal7,0,0
Cs128_ideal8,55,128,ideal8,0,0
Cs129_base,55,129,base,0,0
Cs129_rsig,55,129,rsig,0,0
Cs129_ideal6,55,129,ideal6,0,0
Cs129_ideal7,55,129,ideal7,0,0
Cs129_ideal8,55,129,ideal8,0,0
Cs130_base,55,130,base,0,0
Cs130_rsig,55,130,rsig,0,0
Cs130_ideal6,55,130,ideal6,0,0
Cs130_ideal7,55,130,ideal7,0,0
Cs130_ideal8,55,130,ideal8,0,0
Cs131_base,55,131,base,0,0
Cs131_rsig,55,131,rsig,0,0
Cs131_ideal6,55,131,ideal6,0,0
Cs131_ideal7,55,131,ideal7,0,0
Cs131_ideal8,55,131,ideal8,0,0
Cs132_base,55,132,base,0,0
Cs132_rsig,55,132,rsig,0,0
Cs132_ideal6,55,132,ideal6,0,0
Cs132_ideal7,55,132,ideal7,0,0
Cs132_ideal8,55,132,ideal8,0,0
Cs133_base,55,133,base,0,0
Cs133_rsig,55,133,rsig,0,0
Cs133_r101,55,133,r101,0,0
Cs133_ideal6,55,133,ideal6,0,0
Cs133_ideal7,55,133,ideal7,0,0
Cs133_ideal8,55,133,ideal8,0,0
Cs134_base,55,134,base,0,0
Cs134_rsig,55,134,rsig,0,0
Cs134_ideal6,55,134,ideal6,0,0
Cs134_ideal7,55,134,ideal7,0,0
Cs134_ideal8,55,134,ideal8,0,0
Cs135_base,55,135,base,0,0
Cs135_rsig,55,135,rsig,0,0
Cs135_ideal6,55,135,ideal6,0,0
Cs135_ideal7,55,135,ideal7,0,0
Cs135_ideal8,55,135,ideal8,0,0
Cs136_base,55,136,base,0,0
Cs136_rsig,55,136,rsig,0,0
Cs136_ideal6,55,136,ideal6,0,0
Cs136_ideal7,55,136,ideal7,0,0
Cs136_ideal8,55,136,ideal8,0,0
Cs137_base,55,137,base,0,0
Cs137_rsig,55,137,rsig,0,0
Cs137_ideal6,55,137,ideal6,0,0
Cs137_ideal7,55,137,ideal7,0,0
Cs137_ideal8,55,137,ideal8,0,0
Cs138_base,55,138,base,0,0
Cs138_rsig,55,138,rsig,0,0
Cs138_ideal6,55,138,ideal6,0,0
Cs138_ideal7,55,138,ideal7,0,0
Cs138_ideal8,55,138,ideal8,0,0
Cs139_base,55,139,base,0,0
Cs139_rsig,55,139,rsig,0,0
Cs139_ideal6,55,139,ideal6,0,0
Cs139_ideal7,55,139,ideal7,0,0
Cs139_ideal8,55,139,ideal8,0,0
Cs140_base,55,140,base,0,0
Cs140_rsig,55,140,rsig,0,0
Cs140_ideal6,55,140,ideal6,0,0
Cs140_ideal7,55,140,ideal7,0,0
Cs140_ideal8,55,140,ideal8,0,0
Cs141_base,55,141,base,0,0
Cs141_rsig,55,141,rsig,0,0
Cs141_ideal6,55,141,ideal6,0,0
Cs141_ideal7,55,141,ideal7,0,0
Cs141_ideal8,55,141,ideal8,0,0
Cs142_base,55,142,base,0,0
Cs142_rsig,55,142,rsig,0,0
Cs142_ideal6,55,142,ideal6,0,0
Cs142_ideal7,55,142,ideal7,0,0
Cs142_ideal8,55,142,ideal8,0,0
Cs143_base,55,143,base,0,0
Cs143_rsig,55,143,rsig,0,0
Cs143_ideal6,55,143,ideal6,0,0
Cs143_ideal7,55,143,ideal7,0,0
Cs143_ideal8,55,143,ideal8,0,0
Cs144_base,55,144,base,0,0
Cs144_rsig,55,144,rsig,0,0
Cs144_ideal6,55,144,ideal6,0,0
Cs144_ideal7,55,144,ideal7,0,0
Cs144_ideal8,55,144,ideal8,0,0
Cs145_base,55,145,base,0,0
Cs145_rsig,55,145,rsig,0,0
Cs145_ideal6,55,145,ideal6,0,0
Cs145_ideal7,55,145,ideal7,0,0
Cs145_ideal8,55,145,ideal8,0,0
Cs146_base,55,146,base,0,0
Cs146_rsig,55,146,rsig,0,0
Cs146_ideal6,55,146,ideal6,0,0
Cs146_ideal7,55,146,ideal7,0,0
Cs146_ideal8,55,146,ideal8,0,0
Ba120_base,56,120,base,0,0
Ba120_rsig,56,120,rsig,0,0
Ba120_ideal6,56,120,ideal6,0,0
Ba120_ideal7,56,120,ideal7,0,0
Ba120_ideal8,56,120,ideal8,0,0
Ba121_base,56,121,base,0,0
Ba121_rsig,56,121,rsig,0,0
Ba121_ideal6,56,121,ideal6,0,0
Ba121_ideal7,56,121,ideal7,0,0
Ba121_ideal8,56,121,ideal8,0,0
Ba122_base,56,122,base,0,0
Ba122_rsig,56,122,rsig,0,0
Ba122_ideal6,56,122,ideal6,0,0
Ba122_ideal7,56,122,ideal7,0,0
Ba122_ideal8,56,122,ideal8,0,0
Ba123_base,56,123,base,0,0
Ba123_rsig,56,123,rsig,0,0
Ba123_ideal6,56,123,ideal6,0,0
Ba123_ideal7,56,123,ideal7,0,0
Ba123_ideal8,56,123,ideal8,0,0
Ba124_base,56,124,base,0,0
Ba124_rsig,56,124,rsig,0,0
Ba124_ideal6,56,124,ideal6,0,0
Ba124_ideal7,56,124,ideal7,0,0
Ba124_ideal8,56,124,ideal8,0,0
Ba125_base,56,125,base,0,0
Ba125_rsig,56,125,rsig,0,0
Ba125_ideal6,56,125,ideal6,0,0
Ba125_ideal7,56,125,ideal7,0,0
Ba125_ideal8,56,125,ideal8,0,0
Ba126_base,56,126,base,0,0
Ba126_rsig,56,126,rsig,0,0
Ba126_ideal6,56,126,ideal6,0,0
Ba126_ideal7,56,126,ideal7,0,0
Ba126_ideal8,56,126,ideal8,0,0
Ba127_base,56,127,base,0,0
Ba127_rsig,56,127,rsig,0,0
Ba127_ideal6,56,127,ideal6,0,0
Ba127_ideal7,56,127,ideal7,0,0
Ba127_ideal8,56,127,ideal8,0,0
Ba128_base,56,128,base,0,0
Ba128_rsig,56,128,rsig,0,0
Ba128_ideal6,56,128,ideal6,0,0
Ba128_ideal7,56,128,ideal7,0,0
Ba128_ideal8,56,128,ideal8,0,0
Ba129_base,56,129,base,0,0
Ba129_rsig,56,129,rsig,0,0
Ba129_ideal6,56,129,ideal6,0,0
Ba129_ideal7,56,129,ideal7,0,0
Ba129_ideal8,56,129,ideal8,0,0
Ba130_base,56,130,base,0,0
Ba130_rsig,56,130,rsig,0,0
Ba130_ideal6,56,130,ideal6,0,0
Ba130_ideal7,56,130,ideal7,0,0
Ba130_ideal8,56,130,ideal8,0,0
Ba131_base,56,131,base,0,0
Ba131_rsig,56,131,rsig,0,0
Ba131_ideal6,56,131,ideal6,0,0
Ba131_ideal7,56,131,ideal7,0,0
Ba131_ideal8,56,131,ideal8,0,0
Ba132_base,56,132,base,0,0
Ba132_rsig,56,132,rsig,0,0
Ba132_ideal6,56,132,ideal6,0,0
Ba132_ideal7,56,132,ideal7,0,0
Ba132_ideal8,56,132,ideal8,0,0
Ba133_base,56,133,base,0,0
Ba133_rsig,56,133,rsig,0,0
Ba133_ideal6,56,133,ideal6,0,0
Ba133_ideal7,56,133,ideal7,0,0
Ba133_ideal8,56,133,ideal8,0,0
Ba134_base,56,134,base,0,0
Ba134_rsig,56,134,rsig,0,0
Ba134_ideal6,56,134,ideal6,0,0
Ba134_ideal7,56,134,ideal7,0,0
Ba134_ideal8,56,134,ideal8,0,0
Ba135_base,56,135,base,0,0
Ba135_rsig,56,135,rsig,0,0
Ba135_ideal6,56,135,ideal6,0,0
Ba135_ideal7,56,135,ideal7,0,0
Ba135_ideal8,56,135,ideal8,0,0
Ba136_base,56,136,base,0,0
Ba136_rsig,56,136,rsig,0,0
Ba136_ideal6,56,136,ideal6,0,0
Ba136_ideal7,56,136,ideal7,0,0
Ba136_ideal8,56,136,ideal8,0,0
Ba137_base,56,137,base,0,0
Ba137_rsig,56,137,rsig,0,0
Ba137_ideal6,56,137,ideal6,0,0
Ba137_ideal7,56,137,ideal7,0,0
Ba137_ideal8,56,137,ideal8,0,0
Ba138_base,56,138,base,0,0
Ba138_rsig,56,138,rsig,0,0
Ba138_ideal6,56,138,ideal6,0,0
Ba138_ideal7,56,138,ideal7,0,0
Ba138_ideal8,56,138,ideal8,0,0
Ba139_base,56,139,base,0,0
Ba139_rsig,56,139,rsig,0,0
Ba139_ideal6,56,139,ideal6,0,0
Ba139_ideal7,56,139,ideal7,0,0
Ba139_ideal8,56,139,ideal8,0,0
Ba140_base,56,140,base,0,0
Ba140_rsig,56,140,rsig,0,0
Ba140_ideal6,56,140,ideal6,0,0
Ba140_ideal7,56,140,ideal7,0,0
Ba140_ideal8,56,140,ideal8,0,0
Ba141_base,56,141,base,0,0
Ba141_rsig,56,141,rsig,0,0
Ba141_ideal6,56,141,ideal6,0,0
Ba141_ideal7,56,141,ideal7,0,0
Ba141_ideal8,56,141,ideal8,0,0
Ba142_base,56,142,base,0,0
Ba142_rsig,56,142,rsig,0,0
Ba142_ideal6,56,142,ideal6,0,0
Ba142_ideal7,56,142,ideal7,0,0
Ba142_ideal8,56,142,ideal8,0,0
Ba143_base,56,143,base,0,0
Ba143_rsig,56,143,rsig,0,0
Ba143_ideal6,56,143,ideal6,0,0
Ba143_ideal7,56,143,ideal7,0,0
Ba143_ideal8,56,143,ideal8,0,0
Ba144_base,56,144,base,0,0
Ba144_rsig,56,144,rsig,0,0
Ba144_ideal6,56,144,ideal6,0,0
Ba144_ideal7,56,144,ideal7,0,0
Ba144_ideal8,56,144,ideal8,0,0
Ba145_base,56,145,base,0,0
Ba145_rsig,56,145,rsig,0,0
Ba145_ideal6,56,145,ideal6,0,0
Ba145_ideal7,56,145,ideal7,0,0
Ba145_ideal8,56,145,ideal8,0,0
Ba146_base,56,146,base,0,0
Ba146_rsig,56,146,rsig,0,0
Ba146_ideal6,56,146,ideal6,0,0
Ba146_ideal7,56,146,ideal7,0,0
Ba146_ideal8,56,146,ideal8,0,0
Ba148_base,56,148,base,0,0
Ba148_rsig,56,148,rsig,0,0
Ba148_ideal6,56,148,ideal6,0,0
Ba148_ideal7,56,148,ideal7,0,0
Ba148_ideal8,56,148,ideal8,0,0
La135_base,57,135,base,0,0
La135_rsig,57,135,rsig,0,0
La135_ideal6,57,135,ideal6,0,0
La135_ideal7,57,135,ideal7,0,0
La135_ideal8,57,135,ideal8,0,0
La137_base,57,137,base,0,0
La137_rsig,57,137,rsig,0,0
La137_ideal6,57,137,ideal6,0,0
La137_ideal7,57,137,ideal7,0,0
La137_ideal8,57,137,ideal8,0,0
La138_base,57,138,base,0,0
La138_rsig,57,138,rsig,0,0
La138_ideal6,57,138,ideal6,0,0
La138_ideal7,57,138,ideal7,0,0
La138_ideal8,57,138,ideal8,0,0
La139_base,57,139,base,0,0
La139_rsig,57,139,rsig,0,0
La139_ideal6,57,139,ideal6,0,0
La139_ideal7,57,139,ideal7,0,0
La139_ideal8,57,139,ideal8,0,0
Ce136_base,58,136,base,0,0
Ce136_rsig,58,136,rsig,0,0
Ce136_ideal6,58,136,ideal6,0,0
Ce136_ideal7,58,136,ideal7,0,0
Ce136_ideal8,58,136,ideal8,0,0
Ce138_base,58,138,base,0,0
Ce138_rsig,58,138,rsig,0,0
Ce138_ideal6,58,138,ideal6,0,0
Ce138_ideal7,58,138,ideal7,0,0
Ce138_ideal8,58,138,ideal8,0,0
Ce140_base,58,140,base,0,0
Ce140_rsig,58,140,rsig,0,0
Ce140_ideal6,58,140,ideal6,0,0
Ce140_ideal7,58,140,ideal7,0,0
Ce140_ideal8,58,140,ideal8,0,0
Ce142_base,58,142,base,0,0
Ce142_rsig,58,142,rsig,0,0
Ce142_ideal6,58,142,ideal6,0,0
Ce142_ideal7,58,142,ideal7,0,0
Ce142_ideal8,58,142,ideal8,0,0
Ce144_base,58,144,base,0,0
Ce144_rsig,58,144,rsig,0,0
Ce144_ideal6,58,144,ideal6,0,0
Ce144_ideal7,58,144,ideal7,0,0
Ce144_ideal8,58,144,ideal8,0,0
Ce146_base,58,146,base,0,0
Ce146_rsig,58,146,rsig,0,0
Ce146_ideal6,58,146,ideal6,0,0
Ce146_ideal7,58,146,ideal7,0,0
Ce146_ideal8,58,146,ideal8,0,0
Ce148_base,58,148,base,0,0
Ce148_rsig,58,148,rsig,0,0
Ce148_ideal6,58,148,ideal6,0,0
Ce148_ideal7,58,148,ideal7,0,0
Ce148_ideal8,58,148,ideal8,0,0
Pr141_base,59,141,base,0,0
Pr141_rsig,59,141,rsig,0,0
Pr141_ideal6,59,141,ideal6,0,0
Pr141_ideal7,59,141,ideal7,0,0
Pr141_ideal8,59,141,ideal8,0,0
Nd132_base,60,132,base,0,0
Nd132_rsig,60,132,rsig,0,0
Nd132_ideal6,60,132,ideal6,0,0
Nd132_ideal7,60,132,ideal7,0,0
Nd132_ideal8,60,132,ideal8,0,0
Nd134_base,60,134,base,0,0
Nd134_rsig,60,134,rsig,0,0
Nd134_ideal6,60,134,ideal6,0,0
Nd134_ideal7,60,134,ideal7,0,0
Nd134_ideal8,60,134,ideal8,0,0
Nd135_base,60,135,base,0,0
Nd135_rsig,60,135,rsig,0,0
Nd135_ideal6,60,135,ideal6,0,0
Nd135_ideal7,60,135,ideal7,0,0
Nd135_ideal8,60,135,ideal8,0,0
Nd136_base,60,136,base,0,0
Nd136_rsig,60,136,rsig,0,0
Nd136_ideal6,60,136,ideal6,0,0
Nd136_ideal7,60,136,ideal7,0,0
Nd136_ideal8,60,136,ideal8,0,0
Nd137_base,60,137,base,0,0
Nd137_rsig,60,137,rsig,0,0
Nd137_ideal6,60,137,ideal6,0,0
Nd137_ideal7,60,137,ideal7,0,0
Nd137_ideal8,60,137,ideal8,0,0
Nd138_base,60,138,base,0,0
Nd138_rsig,60,138,rsig,0,0
Nd138_ideal6,60,138,ideal6,0,0
Nd138_ideal7,60,138,ideal7,0,0
Nd138_ideal8,60,138,ideal8,0,0
Nd139_base,60,139,base,0,0
Nd139_rsig,60,139,rsig,0,0
Nd139_ideal6,60,139,ideal6,0,0
Nd139_ideal7,60,139,ideal7,0,0
Nd139_ideal8,60,139,ideal8,0,0
Nd140_base,60,140,base,0,0
Nd140_rsig,60,140,rsig,0,0
Nd140_ideal6,60,140,ideal6,0,0
Nd140_ideal7,60,140,ideal7,0,0
Nd140_ideal8,60,140,ideal8,0,0
Nd141_base,60,141,base,0,0
Nd141_rsig,60,141,rsig,0,0
Nd141_ideal6,60,141,ideal6,0,0
Nd141_ideal7,60,141,ideal7,0,0
Nd141_ideal8,60,141,ideal8,0,0
Nd142_base,60,142,base,0,0
Nd142_rsig,60,142,rsig,0,0
Nd142_r101,60,142,r101,0,0
Nd142_ideal6,60,142,ideal6,0,0
Nd142_ideal7,60,142,ideal7,0,0
Nd142_ideal8,60,142,ideal8,0,0
Nd143_base,60,143,base,0,0
Nd143_rsig,60,143,rsig,0,0
Nd143_ideal6,60,143,ideal6,0,0
Nd143_ideal7,60,143,ideal7,0,0
Nd143_ideal8,60,143,ideal8,0,0
Nd144_base,60,144,base,0,0
Nd144_rsig,60,144,rsig,0,0
Nd144_ideal6,60,144,ideal6,0,0
Nd144_ideal7,60,144,ideal7,0,0
Nd144_ideal8,60,144,ideal8,0,0
Nd145_base,60,145,base,0,0
Nd145_rsig,60,145,rsig,0,0
Nd145_ideal6,60,145,ideal6,0,0
Nd145_ideal7,60,145,ideal7,0,0
Nd145_ideal8,60,145,ideal8,0,0
Nd146_base,60,146,base,0,0
Nd146_rsig,60,146,rsig,0,0
Nd146_ideal6,60,146,ideal6,0,0
Nd146_ideal7,60,146,ideal7,0,0
Nd146_ideal8,60,146,ideal8,0,0
Nd148_base,60,148,base,0,0
Nd148_rsig,60,148,rsig,0,0
Nd148_ideal6,60,148,ideal6,0,0
Nd148_ideal7,60,148,ideal7,0,0
Nd148_ideal8,60,148,ideal8,0,0
Nd150_base,60,150,base,0,0
Nd150_rsig,60,150,rsig,0,0
Nd150_ideal6,60,150,ideal6,0,0
Nd150_ideal7,60,150,ideal7,0,0
Nd150_ideal8,60,150,ideal8,0,0
Sm138_base,62,138,base,0,0
Sm138_rsig,62,138,rsig,0,0
Sm138_ideal6,62,138,ideal6,0,0
Sm138_ideal7,62,138,ideal7,0,0
Sm138_ideal8,62,138,ideal8,0,0
Sm139_base,62,139,base,0,0
Sm139_rsig,62,139,rsig,0,0
Sm139_ideal6,62,139,ideal6,0,0
Sm139_ideal7,62,139,ideal7,0,0
Sm139_ideal8,62,139,ideal8,0,0
Sm140_base,62,140,base,0,0
Sm140_rsig,62,140,rsig,0,0
Sm140_ideal6,62,140,ideal6,0,0
Sm140_ideal7,62,140,ideal7,0,0
Sm140_ideal8,62,140,ideal8,0,0
Sm141_base,62,141,base,0,0
Sm141_rsig,62,141,rsig,0,0
Sm141_ideal6,62,141,ideal6,0,0
Sm141_ideal7,62,141,ideal7,0,0
Sm141_ideal8,62,141,ideal8,0,0
Sm142_base,62,142,base,0,0
Sm142_rsig,62,142,rsig,0,0
Sm142_ideal6,62,142,ideal6,0,0
Sm142_ideal7,62,142,ideal7,0,0
Sm142_ideal8,62,142,ideal8,0,0
Sm143_base,62,143,base,0,0
Sm143_rsig,62,143,rsig,0,0
Sm143_ideal6,62,143,ideal6,0,0
Sm143_ideal7,62,143,ideal7,0,0
Sm143_ideal8,62,143,ideal8,0,0
Sm144_base,62,144,base,0,0
Sm144_rsig,62,144,rsig,0,0
Sm144_ideal6,62,144,ideal6,0,0
Sm144_ideal7,62,144,ideal7,0,0
Sm144_ideal8,62,144,ideal8,0,0
Sm145_base,62,145,base,0,0
Sm145_rsig,62,145,rsig,0,0
Sm145_ideal6,62,145,ideal6,0,0
Sm145_ideal7,62,145,ideal7,0,0
Sm145_ideal8,62,145,ideal8,0,0
Sm146_base,62,146,base,0,0
Sm146_rsig,62,146,rsig,0,0
Sm146_ideal6,62,146,ideal6,0,0
Sm146_ideal7,62,146,ideal7,0,0
Sm146_ideal8,62,146,ideal8,0,0
Sm147_base,62,147,base,0,0
Sm147_rsig,62,147,rsig,0,0
Sm147_ideal6,62,147,ideal6,0,0
Sm147_ideal7,62,147,ideal7,0,0
Sm147_ideal8,62,147,ideal8,0,0
Sm148_base,62,148,base,0,0
Sm148_rsig,62,148,rsig,0,0
Sm148_ideal6,62,148,ideal6,0,0
Sm148_ideal7,62,148,ideal7,0,0
Sm148_ideal8,62,148,ideal8,0,0
Sm149_base,62,149,base,0,0
Sm149_rsig,62,149,rsig,0,0
Sm149_ideal6,62,149,ideal6,0,0
Sm149_ideal7,62,149,ideal7,0,0
Sm149_ideal8,62,149,ideal8,0,0
Sm150_base,62,150,base,0,0
Sm150_rsig,62,150,rsig,0,0
Sm150_ideal6,62,150,ideal6,0,0
Sm150_ideal7,62,150,ideal7,0,0
Sm150_ideal8,62,150,ideal8,0,0
Sm151_base,62,151,base,0,0
Sm151_rsig,62,151,rsig,0,0
Sm151_ideal6,62,151,ideal6,0,0
Sm151_ideal7,62,151,ideal7,0,0
Sm151_ideal8,62,151,ideal8,0,0
Sm152_base,62,152,base,0,0
Sm152_rsig,62,152,rsig,0,0
Sm152_ideal6,62,152,ideal6,0,0
Sm152_ideal7,62,152,ideal7,0,0
Sm152_ideal8,62,152,ideal8,0,0
Sm153_base,62,153,base,0,0
Sm153_rsig,62,153,rsig,0,0
Sm153_ideal6,62,153,ideal6,0,0
Sm153_ideal7,62,153,ideal7,0,0
Sm153_ideal8,62,153,ideal8,0,0
Sm154_base,62,154,base,0,0
Sm154_rsig,62,154,rsig,0,0
Sm154_ideal6,62,154,ideal6,0,0
Sm154_ideal7,62,154,ideal7,0,0
Sm154_ideal8,62,154,ideal8,0,0
Eu137_base,63,137,base,0,0
Eu137_rsig,63,137,rsig,0,0
Eu137_ideal6,63,137,ideal6,0,0
Eu137_ideal7,63,137,ideal7,0,0
Eu137_ideal8,63,137,ideal8,0,0
Eu138_base,63,138,base,0,0
Eu138_rsig,63,138,rsig,0,0
Eu138_ideal6,63,138,ideal6,0,0
Eu138_ideal7,63,138,ideal7,0,0
Eu138_ideal8,63,138,ideal8,0,0
Eu139_base,63,139,base,0,0
Eu139_rsig,63,139,rsig,0,0
Eu139_ideal6,63,139,ideal6,0,0
Eu139_ideal7,63,139,ideal7,0,0
Eu139_ideal8,63,139,ideal8,0,0
Eu140_base,63,140,base,0,0
Eu140_rsig,63,140,rsig,0,0
Eu140_ideal6,63,140,ideal6,0,0
Eu140_ideal7,63,140,ideal7,0,0
Eu140_ideal8,63,140,ideal8,0,0
Eu141_base,63,141,base,0,0
Eu141_rsig,63,141,rsig,0,0
Eu141_ideal6,63,141,ideal6,0,0
Eu141_ideal7,63,141,ideal7,0,0
Eu141_ideal8,63,141,ideal8,0,0
Eu142_base,63,142,base,0,0
Eu142_rsig,63,142,rsig,0,0
Eu142_ideal6,63,142,ideal6,0,0
Eu142_ideal7,63,142,ideal7,0,0
Eu142_ideal8,63,142,ideal8,0,0
Eu143_base,63,143,base,0,0
Eu143_rsig,63,143,rsig,0,0
Eu143_ideal6,63,143,ideal6,0,0
Eu143_ideal7,63,143,ideal7,0,0
Eu143_ideal8,63,143,ideal8,0,0
Eu144_base,63,144,base,0,0
Eu144_rsig,63,144,rsig,0,0
Eu144_ideal6,63,144,ideal6,0,0
Eu144_ideal7,63,144,ideal7,0,0
Eu144_ideal8,63,144,ideal8,0,0
Eu145_base,63,145,base,0,0
Eu145_rsig,63,145,rsig,0,0
Eu145_ideal6,63,145,ideal6,0,0
Eu145_ideal7,63,145,ideal7,0,0
Eu145_ideal8,63,145,ideal8,0,0
Eu146_base,63,146,base,0,0
Eu146_rsig,63,146,rsig,0,0
Eu146_ideal6,63,146,ideal6,0,0
Eu146_ideal7,63,146,ideal7,0,0
Eu146_ideal8,63,146,ideal8,0,0
Eu147_base,63,147,base,0,0
Eu147_rsig,63,147,rsig,0,0
Eu147_ideal6,63,147,ideal6,0,0
Eu147_ideal7,63,147,ideal7,0,0
Eu147_ideal8,63,147,ideal8,0,0
Eu148_base,63,148,base,0,0
Eu148_rsig,63,148,rsig,0,0
Eu148_ideal6,63,148,ideal6,0,0
Eu148_ideal7,63,148,ideal7,0,0
Eu148_ideal8,63,148,ideal8,0,0
Eu149_base,63,149,base,0,0
Eu149_rsig,63,149,rsig,0,0
Eu149_ideal6,63,149,ideal6,0,0
Eu149_ideal7,63,149,ideal7,0,0
Eu149_ideal8,63,149,ideal8,0,0
Eu150_base,63,150,base,0,0
Eu150_rsig,63,150,rsig,0,0
Eu150_ideal6,63,150,ideal6,0,0
Eu150_ideal7,63,150,ideal7,0,0
Eu150_ideal8,63,150,ideal8,0,0
Eu151_base,63,151,base,0,0
Eu151_rsig,63,151,rsig,0,0
Eu151_ideal6,63,151,ideal6,0,0
Eu151_ideal7,63,151,ideal7,0,0
Eu151_ideal8,63,151,ideal8,0,0
Eu152_base,63,152,base,0,0
Eu152_rsig,63,152,rsig,0,0
Eu152_ideal6,63,152,ideal6,0,0
Eu152_ideal7,63,152,ideal7,0,0
Eu152_ideal8,63,152,ideal8,0,0
Eu153_base,63,153,base,0,0
Eu153_rsig,63,153,rsig,0,0
Eu153_ideal6,63,153,ideal6,0,0
Eu153_ideal7,63,153,ideal7,0,0
Eu153_ideal8,63,153,ideal8,0,0
Eu154_base,63,154,base,0,0
Eu154_rsig,63,154,rsig,0,0
Eu154_ideal6,63,154,ideal6,0,0
Eu154_ideal7,63,154,ideal7,0,0
Eu154_ideal8,63,154,ideal8,0,0
Eu155_base,63,155,base,0,0
Eu155_rsig,63,155,rsig,0,0
Eu155_ideal6,63,155,ideal6,0,0
Eu155_ideal7,63,155,ideal7,0,0
Eu155_ideal8,63,155,ideal8,0,0
Eu156_base,63,156,base,0,0
Eu156_rsig,63,156,rsig,0,0
Eu156_ideal6,63,156,ideal6,0,0
Eu156_ideal7,63,156,ideal7,0,0
